"","client","sub","total","year","catcode"
"5886","Mystic Pharmaceuticals","Mystic Pharmaceuticals",0,"2009","H4300"
"5887","Alliance for Animal Genome Research","Alliance for Animal Genome Research",0,"2007","H4500"
"5888","Advanced Cell Technology","Advanced Cell Technology",0,"2007","H4500"
"5889","Heyl Chem-Pharm Fabrik","Heyl Chem-Pharm Fabrik",20000,"2003","H4300"
"5890","Heyl Chem-Pharm Fabrik","Heyl Chem-Pharm Fabrik",160000,"2005","H4300"
"5891","Coram Specialty Infusion Services","Coram Specialty Infusion Services",30000,"2009","H4400"
"5892","Public Hospital Pharmacy Coalition","Public Hospital Pharmacy Coalition",120000,"2002","H4400"
"5893","Innotech USA","Innotech USA",0,"2007","H4100"
"5894","Spark Therapeutics","Spark Therapeutics",1e+05,"2016","H4500"
"5895","Indivior","Indivior",80000,"2015","H4300"
"5896","Pernix Therapeutics","Pernix Therapeutics",130000,"2015","H4300"
"5897","Serepta Therapeutics","Serepta Therapeutics",25000,"2015","H4500"
"5898","Sigma Tau Pharmaceuticals","Sigma Tau Pharmaceuticals",160000,"2004","H4300"
"5899","Sigma Tau Pharmaceuticals","Sigma Tau Pharmaceuticals",180000,"2006","H4300"
"5900","Pedorthic Footwear Assn","Pedorthic Footwear Assn",42000,"2006","H4200"
"5901","Metamorphix Inc","Metamorphix Inc",0,"2002","H4500"
"5902","Metamorphix Inc","Metamorphix Inc",1e+05,"2005","H4500"
"5903","Keel Pharmaceuticals","Keel Pharmaceuticals",0,"2007","H4300"
"5904","Mgi Pharma","Mgi Pharma",520000,"2006","H4300"
"5905","Mgi Pharma","Mgi Pharma",430000,"2007","H4300"
"5906","Compensation Reform Corp","Compensation Reform Corp",3180000,"2004","H4300"
"5907","VitalWear","VitalWear",60000,"2011","H4200"
"5908","Institute of Heartmath","Institute of Heartmath",40000,"2005","H4300"
"5909","Contemporary Products Inc","Contemporary Products Inc",0,"1999","H4100"
"5910","American Neuromonitoring Assn","American Neuromonitoring Assn",1e+05,"2013","H4100"
"5911","Bacterin International","Bacterin International",0,"2010","H4500"
"5912","WNO Ownership","WNO Ownership",40000,"2005","H4100"
"5913","Hyper Ox","Hyper Ox",60000,"2007","H4000"
"5914","Imageware Systems","Imageware Systems",80000,"2004","H4500"
"5915","Public Hospital Pharmacy Coalition","Public Hospital Pharmacy Coalition",160000,"2003","H4400"
"5916","Anthera Pharmaceuticals","Anthera Pharmaceuticals",60000,"2012","H4300"
"5917","Adams Laboratories","Adams Laboratories",0,"2007","H4300"
"5918","AcuFocus","AcuFocus",40000,"2012","H4100"
"5919","Virtual Drug Development","Virtual Drug Development",80000,"2000","H4300"
"5920","Brain Cells Inc","Brain Cells Inc",2e+05,"2008","H4500"
"5921","Intercell USA","Intercell USA",40000,"2010","H4500"
"5922","Argyll Scientific","Argyll Scientific",0,"1998","H4300"
"5923","Sigma Tau Pharmaceuticals","Sigma Tau Pharmaceuticals",2e+05,"2005","H4300"
"5924","Pedorthic Footwear Assn","Pedorthic Footwear Assn",20000,"1999","H4200"
"5925","RAMM Technologies","RAMM Technologies",20000,"2012","H4100"
"5926","Pittsburgh Tissue Engineering Initiative","Pittsburgh Tissue Engineering Initiative",80000,"2004","H4500"
"5927","BFO Life Sciences","BFO Life Sciences",110000,"2015","H4000"
"5928","Globus Medical","Globus Medical",40000,"2013","H4100"
"5929","Constellation Pharmaceuticals","Constellation Pharmaceuticals",20000,"2011","H4300"
"5930","PowerMed Ltd","PowerMed Ltd",90000,"2005","H4500"
"5931","Discovery Laboratories","Discovery Laboratories",90000,"2003","H4300"
"5932","Discovery Laboratories","Discovery Laboratories",58000,"2012","H4300"
"5933","Tempur-Medical","Tempur-Medical",0,"2002","H4100"
"5934","TAP Pharmaceutical Products","TAP Pharmaceutical Products",580000,"2008","H4300"
"5935","Institute of Heartmath","Institute of Heartmath",60000,"2003","H4300"
"5936","Pathogenesis","Pathogenesis",30000,"1998","H4500"
"5937","Palomar Medical Technologies","Palomar Medical Technologies",60000,"2004","H4100"
"5938","Infusion Dynamics","Infusion Dynamics",0,"2002","H4100"
"5939","Worldwide Medical Technologies","Worldwide Medical Technologies",1e+05,"2005","H4500"
"5940","Nutrition 21","Nutrition 21",1e+05,"2004","H4300"
"5941","Exact Laboratories","Exact Laboratories",20000,"2001","H4100"
"5942","Welcon Inc","Welcon Inc",0,"2001","H4100"
"5943","PillGuard Medication Delivery Systems","PillGuard Medication Delivery Systems",150000,"2014","H4100"
"5944","Dan Cohen Consultants","Dan Cohen Consultants",140000,"2007","H4300"
"5945","Cytomedix Inc","Cytomedix Inc",260000,"2004","H4500"
"5946","Illumina Inc","Illumina Inc",20000,"2015","H4500"
"5947","Adams Respiratory Therapeutics","Adams Respiratory Therapeutics",380000,"2007","H4300"
"5948","Ranbaxy Pharmaceuticals","Ranbaxy Pharmaceuticals",60000,"2008","H4300"
"5949","Bioptics Inc","Bioptics Inc",50000,"2008","H4500"
"5950","Natl Assn Adv of Orthotics & Prosthetics","Natl Assn Adv of Orthotics & Prosthetics",0,"2012","H4100"
"5951","Mallinckrodt Pharmaceuticals","Mallinckrodt Pharmaceuticals",130000,"2013","H4300"
"5952","Transkaryotic Therapies","Transkaryotic Therapies",240000,"1999","H4500"
"5953","Transkaryotic Therapies","Transkaryotic Therapies",20000,"2001","H4500"
"5954","CNS Vital Signs","CNS Vital Signs",30000,"2006","H4100"
"5955","Mdg Medical","Mdg Medical",10000,"2009","H4100"
"5956","Berlex Laboratories","Berlex Laboratories",60000,"2007","H4300"
"5957","Mind Institute","Mind Institute",0,"2008","H4300"
"5958","Kyphon","Kyphon",20000,"2003","H4100"
"5959","Texas Bio & Agro-Defense Consortium","Texas Bio & Agro-Defense Consortium",40000,"2007","H4500"
"5960","Excellerx","Excellerx",40000,"2007","H4400"
"5961","Shockwave Technical Service","Shockwave Technical Service",40000,"2006","H4500"
"5962","Nostix","Nostix",0,"2005","H4100"
"5963","Sunesis Pharmaceuticals","Sunesis Pharmaceuticals",0,"2003","H4300"
"5964","Amdec Policy Group","Amdec Policy Group",80000,"2001","H4500"
"5965","Dusa Pharmaceuticals","Dusa Pharmaceuticals",40000,"2008","H4300"
"5966","Doctor Diabetic Supply","Doctor Diabetic Supply",80000,"2012","H4100"
"5967","Life Medical Technologies","Life Medical Technologies",0,"2009","H4100"
"5968","Vical Inc","Vical Inc",70000,"2013","H4500"
"5969","Advanced Liquid Logic","Advanced Liquid Logic",120000,"2007","H4500"
"5970","Inter-Cal Corp","Inter-Cal Corp",40000,"2000","H4000"
"5971","Astra AB","Astra Pharmaceuticals",176000,"1998","H4300"
"5972","Opportunity Medical","Opportunity Medical",0,"2007","H4100"
"5973","Oxtex International","Oxtex International",1e+05,"2000","H4100"
"5974","Phoenix Scientific","Phoenix Scientific",0,"2005","H4300"
"5975","Microlin Medical Laboratories","Microlin Medical Laboratories",20000,"2008","H4000"
"5976","CancerVax Corp","CancerVax Corp",40000,"2002","H4500"
"5977","Virtual Drug Development","Virtual Drug Development",0,"2002","H4300"
"5978","XenoPort Inc","XenoPort Inc",60000,"2010","H4500"
"5979","Immediate Response Technologies","Immediate Response Technologies",0,"2014","H4000"
"5980","Hematech Inc","Hematech Inc",50000,"2003","H4300"
"5981","Immune Complex Corp","Immune Complex Corp",40000,"1999","H4000"
"5982","Serono Inc","EMD Serono Inc",2e+05,"2006","H4500"
"5983","Ranbaxy Pharmaceuticals","Ranbaxy Pharmaceuticals",240000,"2007","H4300"
"5984","Alliance for Animal Genome Research","Alliance for Animal Genome Research",80000,"2005","H4500"
"5985","Vi Technologies","Vi Technologies",40000,"2002","H4100"
"5986","Natl Assn Adv of Orthotics & Prosthetics","Natl Assn Adv of Orthotics & Prosthetics",0,"2014","H4100"
"5987","Serono Inc","Serono Laboratories",180000,"2002","H4300"
"5988","Serono Inc","Serono Laboratories",130000,"2003","H4300"
"5989","CIFLA","CIFLA",140000,"1998","H4300"
"5990","Tempur-Medical","Tempur-Medical",0,"2000","H4100"
"5991","Renal Solutions","Renal Solutions",20000,"2004","H4100"
"5992","Renal Solutions","Renal Solutions",40000,"2007","H4100"
"5993","Canberra Packard Bio Science","Canberra Packard Bio Science",80000,"1999","H4500"
"5994","Ferring Pharmaceuticals","Ferring Pharmaceuticals",120000,"2006","H4300"
"5995","Actinium Pharmaceuticals","Actinium Pharmaceuticals",0,"2009","H4300"
"5996","Bone Care International","Bone Care International",30000,"2003","H4300"
"5997","American Medical Systems","American Medical Systems",80000,"2006","H4100"
"5998","American Medical Systems","American Medical Systems",140000,"2007","H4100"
"5999","Arrow International","Arrow International",10000,"2014","H4100"
"6000","New Jersey Organ & Tissue Sharing Netwk","New Jersey Organ & Tissue Sharing Netwk",0,"2001","H4100"
"6001","BioVeris Corp","BioVeris Corp",0,"2005","H4500"
"6002","Mgi Pharma","Mgi Pharma",40000,"2005","H4300"
"6003","Alliance for Animal Genome Research","Alliance for Animal Genome Research",150000,"2004","H4500"
"6004","Genome Action Coalition","Genome Action Coalition",120000,"1999","H4500"
"6005","Medicis Pharmaceutical Corp","Medicis Pharmaceutical Corp",620000,"2008","H4300"
"6006","Anodyne Therapy","Anodyne Therapy",40000,"2005","H4100"
"6007","OxyBand Technologies","OxyBand Technologies",60000,"2007","H4100"
"6008","Visible Genetics","Visible Genetics",0,"2003","H4500"
"6009","Engentech Group","Engentech Group/Portal Dynamics",45000,"2004","H4500"
"6010","Depomed Inc","Depomed Inc",120000,"2016","H4100"
"6011","Adapt Pharma","Adapt Pharma",120000,"2016","H4300"
"6012","Spherix Inc","Spherix Inc",40000,"2004","H4300"
"6013","Spherix Inc","Spherix Inc",40000,"2006","H4300"
"6014","Berlex","Berlex",185000,"2005","H4300"
"6015","National Assn of Med Equipment Suppliers","National Assn of Med Equipment Suppliers",0,"1998","H4100"
"6016","Medicis Pharmaceutical Corp","Medicis Pharmaceutical Corp",36000,"2013","H4300"
"6017","VaxGen Inc","VaxGen Inc",320000,"2006","H4500"
"6018","VaxGen Inc","VaxGen Inc",0,"2009","H4500"
"6019","Intercell USA","Intercell USA",140000,"2008","H4500"
"6020","Advanced Cancer Therapeutics","Advanced Cancer Therapeutics",30000,"2010","H4500"
"6021","Advanced Cancer Therapeutics","Advanced Cancer Therapeutics",30000,"2011","H4500"
"6022","VaxGen Inc","VaxGen Inc",60000,"2008","H4500"
"6023","Replidyne Inc","Replidyne Inc",60000,"2007","H4300"
"6024","Biovail Corp International","Biovail Corp International",0,"2000","H4300"
"6025","Synzyme Technologies","Synzyme Technologies",0,"2008","H4300"
"6026","Exact Laboratories","Exact Laboratories",0,"2006","H4100"
"6027","American Jet Injector","American Jet Injector",70000,"2002","H4100"
"6028","Algeta AS","Algeta AS",20000,"2003","H4000"
"6029","Rempex Pharmaceuticals","Rempex Pharmaceuticals",90000,"2014","H4300"
"6030","Mallinckrodt Pharmaceuticals","Mallinckrodt Pharmaceuticals",240000,"2016","H4300"
"6031","Nipro Diagnostics","Nipro Diagnostics",125000,"2015","H4200"
"6032","Organovo Inc","Organovo Inc",150000,"2016","H4500"
"6033","Sunscreen Coalition","Sunscreen Coalition",40000,"1999","H4200"
"6034","Physician Sales & Service","Physician Sales & Service",0,"2007","H4000"
"6035","Pathogenesis","Pathogenesis",60000,"2000","H4500"
"6036","Inphact Corp","Inphact Corp",15000,"1999","H4100"
"6037","Biovail Corp International","Biovail Corp International",0,"2008","H4300"
"6038","Vanguard Medical Concepts","Vanguard Medical Concepts",0,"2007","H4100"
"6039","Abgenix Inc","Abgenix Inc",40000,"2003","H4500"
"6040","Synzyme Technologies","Synzyme Technologies",0,"2006","H4300"
"6041","Synzyme Technologies","Synzyme Technologies",0,"2007","H4300"
"6042","PowerMed Ltd","PowerMed Ltd",0,"2007","H4500"
"6043","Bacterin International","Bacterin International",0,"2009","H4500"
"6044","Pharmaceutical Distributors Assn","Pharmaceutical Distributors Assn",0,"2005","H4400"
"6045","Phylogix","Phylogix",43875,"2005","H4500"
"6046","Palomar Medical Technologies","Palomar Medical Technologies",0,"2001","H4100"
"6047","Palomar Medical Technologies","Palomar Medical Technologies",0,"2008","H4100"
"6048","E-Z-EM Inc","E-Z-EM Inc",60000,"2005","H4100"
"6049","Medical MetRx Solutions","Medical MetRx Solutions",40000,"2006","H4100"
"6050","Immediate Response Technologies","Immediate Response Technologies",25000,"2012","H4000"
"6051","Medical MetRx Solutions","Medical MetRx Solutions",0,"2007","H4100"
"6052","Prionics AG","Prionics AG",590000,"2004","H4500"
"6053","Nighthawk Radiology Holdings","Nighthawk Radiology Holdings",36000,"2005","H4100"
"6054","Nighthawk Radiology Holdings","Nighthawk Radiology Services",80000,"2004","H4100"
"6055","Vertos Medical","Vertos Medical",70000,"2012","H4100"
"6056","Vertos Medical","Vertos Medical",0,"2013","H4100"
"6057","IntegenX","IntegenX",110000,"2015","H4500"
"6058","RAMM Technologies","RAMM Technologies",20000,"2011","H4100"
"6059","Pittsburgh Tissue Engineering Initiative","Pittsburgh Tissue Engineering Initiative",0,"2008","H4500"
"6060","Chiron Corp","Chiron Corp",260000,"2000","H4500"
"6061","Chiron Corp","Chiron Corp",160000,"2003","H4500"
"6062","EMD Pharmaceuticals","EMD Pharmaceuticals",220000,"2005","H4300"
"6063","Imageware Systems","Imageware Systems",30000,"2008","H4500"
"6064","Gottfried Kellermann","Gottfried Kellermann",90000,"2012","H4500"
"6065","Huntleigh Health Care","Huntleigh Health Care",20000,"2006","H4100"
"6066","Natl Assn Adv of Orthotics & Prosthetics","Natl Assn Adv of Orthotics & Prosthetics",0,"2011","H4100"
"6067","Eniware","Eniware",75000,"2012","H4100"
"6068","Introgen Therapeutics","Introgen Therapeutics",320000,"2006","H4500"
"6069","Infusion Dynamics","Infusion Dynamics",40000,"2006","H4100"
"6070","Illumina Inc","Illumina Inc",195000,"2016","H4500"
"6071","Amag Pharmaceuticals","Amag Pharmaceuticals",240000,"2015","H4300"
"6072","Avant Immunotherapeutics","Avant Immunotherapeutics",80000,"2005","H4500"
"6073","Alliance to Prevent the Abuse of Medicines","Alliance to Prevent the Abuse of Medicines",210000,"2015","H4300"
"6074","GW Pharma","GW Pharma",20000,"2016","H4300"
"6075","Sabolich Research & Development","Sabolich Research & Development",20000,"2000","H4000"
"6076","ANSAR Inc","Ansar Inc",20000,"2001","H4100"
"6077","VirtualScopics","VirtualScopics",120000,"2005","H4500"
"6078","Exact Laboratories","Exact Laboratories",20000,"2000","H4100"
"6079","Exact Laboratories","Exact Laboratories",1e+05,"2003","H4100"
"6080","Exact Laboratories","Exact Laboratories",20000,"2005","H4100"
"6081","Serono Inc","EMD Serono Inc",0,"1999","H4500"
"6082","Actinium Pharmaceuticals","Actinium Pharmaceuticals",20000,"2008","H4300"
"6083","CliniComp International","CliniComp International",30000,"2013","H4100"
"6084","Fujirebio Diagnostics Inc","Fujirebio Diagnostics Inc",0,"2010","H4100"
"6085","Vertos Medical","Vertos Medical",8000,"2014","H4100"
"6086","Healthcare Compliance Packaging Council","Healthcare Compliance Packaging Council",0,"2008","H4200"
"6087","Silverleaf Medical Products","Silverleaf Medical Products",60000,"2008","H4000"
"6088","Mdg Medical","Mdg Medical",50000,"2008","H4100"
"6089","MedNet Healthcare Technologies","MedNet Healthcare Technologies",0,"2005","H4100"
"6090","Epix Pharmaceuticals","Epix Pharmaceuticals",40000,"2007","H4300"
"6091","Amber Pharmacy","Amber Pharmacy",80000,"2014","H4400"
"6092","Titan Spine LLC","Titan Spine LLC",0,"2014","H4100"
"6093","Titan Spine LLC","Titan Spine LLC",120000,"2015","H4100"
"6094","SHINE Medical Technologies","SHINE Medical Technologies",150000,"2016","H4000"
"6095","Novocure Inc","Novocure Inc",211000,"2016","H4100"
"6096","Fujirebio Diagnostics Inc","Fujirebio Diagnostics Inc",0,"2008","H4100"
"6097","Actelion Pharmaceuticals US","Actelion Pharmaceuticals US",120000,"2008","H4300"
"6098","AQI","AQI",90000,"2008","H4100"
"6099","Tristate Hospital Supply Corp","Tristate Hospital Supply Corp",20000,"2007","H4100"
"6100","American Medical Systems","American Medical Systems",0,"2009","H4100"
"6101","Dymedix Corp","Dymedix Corp",30000,"2011","H4500"
"6102","CancerVax Corp","CancerVax Corp",60000,"2004","H4500"
"6103","Ranbaxy Pharmaceuticals","Ranbaxy Pharmaceuticals",260000,"2004","H4300"
"6104","Ranbaxy Pharmaceuticals","Ranbaxy Pharmaceuticals",320000,"2006","H4300"
"6105","Avax Technologies","Avax Technologies",20000,"1998","H4300"
"6106","UCB SA","UCB Pharma",20000,"2004","H4300"
"6107","UCB SA","UCB Pharma",220000,"2006","H4300"
"6108","Genelabs Technologies","Genelabs Technologies",0,"2007","H4500"
"6109","Serono Inc","Serono Laboratories",120000,"2001","H4300"
"6110","Serono Inc","Serono Laboratories",50000,"2008","H4300"
"6111","American Medical Systems","American Medical Systems",180000,"2004","H4100"
"6112","Medical Imaging & Technology Alliance","Medical Imaging & Technology Alliance",240000,"2007","H4000"
"6113","Transkaryotic Therapies","Transkaryotic Therapies",0,"2004","H4500"
"6114","Elusys Therapeutics","Elusys Therapeutics",86000,"2003","H4500"
"6115","Elusys Therapeutics","Elusys Therapeutics",70000,"2012","H4500"
"6116","Elusys Therapeutics","Elusys Therapeutics",30000,"2013","H4500"
"6117","Tempur-Medical","Tempur-Medical",2e+05,"1999","H4100"
"6118","Pharmaceutical Distributors Assn","Pharmaceutical Distributors Assn",0,"2004","H4400"
"6119","MedNet Healthcare Technologies","MedNet Healthcare Technologies",0,"2011","H4100"
"6120","Serono Inc","Serono Laboratories",160000,"2005","H4300"
"6121","InfuSystem","InfuSystem",170000,"2016","H4100"
"6122","Fagron NV","Fagron North America",2e+05,"2015","H4300"
"6123","Genome Action Coalition","Genome Action Coalition",120000,"1998","H4500"
"6124","Genome Action Coalition","Genome Action Coalition",120000,"2000","H4500"
"6125","Alere Medical","Alere Medical",80000,"2004","H4100"
"6126","Advanced Cancer Therapeutics","Advanced Cancer Therapeutics",10000,"2012","H4500"
"6127","VaxGen Inc","VaxGen Inc",120000,"2003","H4500"
"6128","Medefil Inc","Medefil Inc",60000,"2014","H4000"
"6129","Westport Pharmaceuticals","Westport Pharmaceuticals",20000,"2014","H4300"
"6130","Westport Pharmaceuticals","Westport Pharmaceuticals",0,"2015","H4300"
"6131","SAB Biotherapeutics","SAB Biotherapeutics",0,"2016","H4500"
"6132","Zydus Pharmaceuticals","Zydus Pharmaceuticals USA",120000,"2015","H4300"
"6133","Immediate Response Technologies","Immediate Response Technologies",225000,"2010","H4000"
"6134","American Society for Pharmacology & Therapeutics","American Society for Pharmacology & Therapeutics",0,"1999","H4000"
"6135","Ferring Pharmaceuticals","Ferring Pharmaceuticals",78000,"2016","H4300"
"6136","World Heart Corp","World Heart Corp",120000,"2004","H4100"
"6137","Bone Care International","Bone Care International",0,"2002","H4300"
"6138","VeriMed","VeriMed",40000,"2013","H4400"
"6139","Unimed Pharmaceuticals","Unimed Pharmaceuticals",20000,"1999","H4300"
"6140","Insightec Inc","Insightec Inc",0,"2009","H4100"
"6141","FUJIFILM Pharmaceutical USA","FUJIFILM Pharmaceutical USA",150000,"2016","H4300"
"6142","Valeant Pharmaceutical North America","Valeant Pharmaceutical North America",260000,"2015","H4300"
"6143","Chiron Corp","Chiron Corp",138000,"2001","H4500"
"6144","Ganaden Biotech","Ganaden Biotech",40000,"2001","H4500"
"6145","Intercell USA","Intercell USA",1e+05,"2007","H4500"
"6146","Leading BioSciences","Leading BioSciences",30000,"2014","H4500"
"6147","Horizon Pharma","Horizon Pharma USA",220000,"2015","H4300"
"6148","Samumed LLC","Samumed LLC",240000,"2015","H4300"
"6149","Insightec Inc","Insightec Inc",1e+05,"2006","H4100"
"6150","Insightec Inc","Insightec Inc",0,"2007","H4100"
"6151","Advanced Diabetes Supply","Advanced Diabetes Supply",40000,"2012","H4100"
"6152","Inologic","Inologic",60000,"2002","H4500"
"6153","Inologic","Inologic",0,"2005","H4500"
"6154","Magellan Diagnostics","Magellan Diagnostics",60000,"2016","H4100"
"6155","US Diagnostics","US Diagnostics",20000,"2010","H4200"
"6156","US Diagnostics","US Diagnostics",40000,"2011","H4200"
"6157","ANSAR Inc","Ansar Inc",20000,"2002","H4100"
"6158","Exact Laboratories","Exact Laboratories",0,"2008","H4100"
"6159","Biomedical Research Institute","Biomedical Research Institute",8000,"2014","H4500"
"6160","Globus Medical","Globus Medical",10000,"2014","H4100"
"6161","Globus Medical","Globus Medical",20000,"2015","H4100"
"6162","Biovail Corp International","Biovail Corp International",0,"2007","H4300"
"6163","Atley Pharmaceuticals","Atley Pharmaceuticals",40000,"2006","H4300"
"6164","Synzyme Technologies","Synzyme Technologies",0,"2002","H4300"
"6165","Synzyme Technologies","Synzyme Technologies",0,"2005","H4300"
"6166","Amarin Corp","Amarin Corp",70000,"2015","H4300"
"6167","Spherix Inc","Spherix Inc",140000,"2003","H4300"
"6168","CliniComp International","CliniComp International",180000,"2014","H4100"
"6169","Washington Biotech & Biomedical Assn","Washington Biotech & Biomedical Assn",0,"2007","H4500"
"6170","Prionics AG","Prionics AG",0,"2003","H4500"
"6171","DermaTran Health Solutions","DermaTran Health Solutions",80000,"2013","H4300"
"6172","ImmuneRegen Biosciences","ImmuneRegen Biosciences",60000,"2007","H4500"
"6173","Pittsburgh Tissue Engineering Initiative","Pittsburgh Tissue Engineering Initiative",0,"2007","H4500"
"6174","LSU Health Care Services Division","LSU Health Care Services Division",60000,"2006","H4100"
"6175","Biocore Medical Technologies","Biocore Medical Technologies",40000,"2003","H4500"
"6176","Microdose Technologies","Microdose Technologies",32500,"2004","H4300"
"6177","Vertos Medical","Vertos Medical",40000,"2011","H4100"
"6178","Breathe Technologies","Breathe Technologies",30000,"2016","H4100"
"6179","Medical Imaging & Technology Alliance","Medical Imaging & Technology Alliance",20000,"2012","H4000"
"6180","Kaleo Inc","Kaleo Inc",240000,"2015","H4300"
"6181","Center of Innovation for Nanobiotechnology","Center of Innovation for Nanobiotechnology",280000,"2015","H4500"
"6182","Marathon Pharmaceuticals","Marathon Pharmaceuticals",280000,"2016","H4300"
"6183","Coqui RadioPharmaceuticals","Coqui RadioPharmaceuticals",212531,"2014","H4100"
"6184","Coqui RadioPharmaceuticals","Coqui RadioPharmaceuticals",99193,"2015","H4100"
"6185","Integrated Diagnostics","Integrated Diagnostics",120000,"2015","H4100"
"6186","SW Foundation for Biomedical Research","SW Foundation for Biomedical Research",80000,"2004","H4500"
"6187","Chiron Corp","Chiron Corp",4144758,"2005","H4500"
"6188","Physician Sales & Service","Physician Sales & Service",0,"2008","H4000"
"6189","Banner Life Sciences","Banner Life Sciences",40000,"2016","H4300"
"6190","Novopharm USA","Novopharm USA",1e+05,"1999","H4300"
"6191","Orphan Medical","Orphan Medical",0,"2001","H4300"
"6192","Aastrom Biosciences","Aastrom Biosciences",60000,"2008","H4500"
"6193","Edison Pharmaceuticals","Edison Pharmaceuticals",40000,"2012","H4300"
"6194","Medical Specialties Distributors","Medical Specialties Distributors",0,"2006","H4100"
"6195","Amdec Policy Group","Amdec Policy Group",70000,"2002","H4500"
"6196","Coulter Pharmaceutical","Coulter Pharmaceutical",60000,"1998","H4300"
"6197","Infusion Dynamics","Infusion Dynamics",0,"2000","H4100"
"6198","Alliance Surgical Distributors","Alliance Surgical Distributors",30000,"2014","H4100"
"6199","Welcon Inc","Welcon Inc",0,"2000","H4100"
"6200","Transkaryotic Therapies","Transkaryotic Therapies",140000,"1998","H4500"
"6201","Avax Technologies","Avax Technologies",60000,"1999","H4300"
"6202","Vaxin Pharmaceuticals","Vaxin Pharmaceuticals",40000,"2001","H4300"
"6203","Avalon Pharmaceuticals","Avalon Pharmaceuticals",20000,"2006","H4300"
"6204","Maxygen","Maxygen",20000,"2011","H4500"
"6205","Public Access to SunScreens Coalition","Public Access to SunScreens Coalition",5e+05,"2013","H4200"
"6206","Andrx Corp","Andrx Pharmaceuticals",0,"2001","H4300"
"6207","Sandesara Group","Sterling Gelatin",170000,"2013","H4000"
"6208","Amneal Pharmaceuticals","Amneal Pharmaceuticals",170000,"2015","H4300"
"6209","Exact Laboratories","Exact Laboratories",0,"1999","H4100"
"6210","Amber Pharmacy","Amber Pharmacy",60000,"2016","H4400"
"6211","Introgen Therapeutics","Introgen Therapeutics",320000,"2005","H4500"
"6212","Illumina Inc","Illumina Inc",40000,"2012","H4500"
"6213","Prolong Pharmaceuticals","Prolong Pharmaceuticals",30000,"2016","H4300"
"6214","Ranbaxy Pharmaceuticals","Ranbaxy Pharmaceuticals",2e+05,"2003","H4300"
"6215","Independence Technology Inc","Independence Technology Inc",20000,"2006","H4100"
"6216","Independence Technology Inc","Independence Technology Inc",0,"2007","H4100"
"6217","Embera","Embera NeuroTherapeutics",130000,"2008","H4300"
"6218","SW Foundation for Biomedical Research","SW Foundation for Biomedical Research",90000,"2010","H4500"
"6219","Hematech Inc","Hematech Inc",0,"2009","H4300"
"6220","Noven Pharmaceuticals","Noven Pharmaceuticals",15000,"2005","H4300"
"6221","Biota Holdings","Biota Holdings",0,"2007","H4300"
"6222","Kendall Healthcare Products","Kendall Healthcare Products",0,"1999","H4100"
"6223","Leading BioSciences","Leading BioSciences",90000,"2015","H4500"
"6224","Arbor Pharmaceuticals","Arbor Pharmaceuticals",450000,"2015","H4300"
"6225","Bosarge Life Sciences","Bosarge Life Sciences",240000,"2016","H4500"
"6226","Horizon Pharma","Horizon Pharma",180000,"2015","H4300"
"6227","National Assn for Medical Equipment Suppliers","National Assn for Medical Equipment Suppliers",40000,"2000","H4100"
"6228","Large Scale Biology","Large Scale Biology",60000,"2003","H4500"
"6229","DexCom","DexCom",384750,"2016","H4200"
"6230","Serono Inc","Serono Laboratories",2e+05,"2004","H4300"
"6231","AtCor Medical","AtCor Medical",60000,"2008","H4100"
"6232","Microdose Technologies","Microdose Technologies",0,"2002","H4300"
"6233","Stewart Jackson Pharmacal","Stewart Jackson Pharmacal",12000,"2006","H4400"
"6234","CaptureRx","CaptureRx",120000,"2016","H4400"
"6235","Blacktoe Medical III","Blacktoe Medical III",60000,"2008","H4100"
"6236","Virtual Drug Development","Virtual Drug Development",32000,"2005","H4300"
"6237","Genome Dynamics","Genome Dynamics",40000,"2000","H4500"
"6238","Brain Cells Inc","Brain Cells Inc",120000,"2009","H4300"
"6239","New Jersey Assn for Biomedical Research","New Jersey Assn for Biomedical Research",0,"2003","H4500"
"6240","Horizon Pharma","Horizon Pharma USA",630000,"2016","H4300"
"6241","Medical Specialties Distributors","Medical Specialties Distributors",0,"2007","H4100"
"6242","Lauras AS","Lauras AS",20000,"2003","H4500"
"6243","National Center for Genome Research","National Center for Genome Research",0,"2001","H4500"
"6244","Integra LifeSciences","Integra LifeSciences",20000,"2000","H4100"
"6245","Infection Prevention Systems","Infection Prevention Systems",60000,"2007","H4000"
"6246","CliniComp International","CliniComp International",180000,"2015","H4100"
"6247","Fujirebio Diagnostics Inc","Fujirebio Diagnostics Inc",0,"2007","H4100"
"6248","MultiDimensional Imaging","MultiDimensional Imaging",80000,"2001","H4100"
"6249","Microlin Medical Laboratories","Microlin Medical Laboratories",60000,"2007","H4000"
"6250","Immediate Response Technologies","Immediate Response Technologies",40000,"2013","H4000"
"6251","Hematech Inc","Hematech Inc",120000,"2008","H4300"
"6252","NanoViricides Inc","NanoViricides Inc",130000,"2007","H4500"
"6253","American Medical Systems","American Medical Systems",60000,"2002","H4100"
"6254","American Medical Systems","American Medical Systems",80000,"2003","H4100"
"6255","American Medical Systems","American Medical Systems",120000,"2005","H4100"
"6256","Turing Pharmaceuticals","Turing Pharmaceuticals",80000,"2016","H4500"
"6257","E+Healthcare","E+Healthcare",160000,"2006","H4100"
"6258","ViaCell Inc","ViaCell Inc",40000,"2002","H4500"
