level5_code,level5,kegg,level1_code,level1,level2_code,level2,level3_code,level3,level4_code,level4
V08AB03,Ioxaglic acid [DG:DG01179],NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AB,"watersoluble, nephrotropic, low osmolar x-ray contrast media"
V08AB03,Ioxaglic acid [DG:DG01179],D01761  Ioxaglic acid (JAN/USP/INN),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AB,"watersoluble, nephrotropic, low osmolar x-ray contrast media"
V08AB03,Ioxaglic acid [DG:DG01179],D04598  Ioxaglate meglumine (USAN),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AB,"watersoluble, nephrotropic, low osmolar x-ray contrast media"
V08AB03,Ioxaglic acid [DG:DG01179],D04599  Ioxaglate sodium (USAN),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AB,"watersoluble, nephrotropic, low osmolar x-ray contrast media"
V08AB04,Iopamidol,NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AB,"watersoluble, nephrotropic, low osmolar x-ray contrast media"
V08AB04,Iopamidol,D01797  Iopamidol (JP17/USP),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AB,"watersoluble, nephrotropic, low osmolar x-ray contrast media"
V08AB05,Iopromide,NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AB,"watersoluble, nephrotropic, low osmolar x-ray contrast media"
V08AB05,Iopromide,D01893  Iopromide (JAN/USP/INN),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AB,"watersoluble, nephrotropic, low osmolar x-ray contrast media"
V08AB06,Iotrolan,NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AB,"watersoluble, nephrotropic, low osmolar x-ray contrast media"
V08AB06,Iotrolan,D01714  Iotrolan (JAN/USAN/INN),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AB,"watersoluble, nephrotropic, low osmolar x-ray contrast media"
V08AB07,Ioversol,NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AB,"watersoluble, nephrotropic, low osmolar x-ray contrast media"
V08AB07,Ioversol,D01555  Ioversol (JAN/USP/INN),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AB,"watersoluble, nephrotropic, low osmolar x-ray contrast media"
V08AB08,Iopentol,NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AB,"watersoluble, nephrotropic, low osmolar x-ray contrast media"
V08AB08,Iopentol,D04582  Iopentol (USAN/INN),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AB,"watersoluble, nephrotropic, low osmolar x-ray contrast media"
V08AB09,Iodixanol,NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AB,"watersoluble, nephrotropic, low osmolar x-ray contrast media"
V08AB09,Iodixanol,D01474  Iodixanol (JAN/USP/INN),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AB,"watersoluble, nephrotropic, low osmolar x-ray contrast media"
V08AB10,Iomeprol,NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AB,"watersoluble, nephrotropic, low osmolar x-ray contrast media"
V08AB10,Iomeprol,D01719  Iomeprol (JAN/USAN/INN),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AB,"watersoluble, nephrotropic, low osmolar x-ray contrast media"
V08AB11,Iobitridol,NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AB,"watersoluble, nephrotropic, low osmolar x-ray contrast media"
V08AB11,Iobitridol,D01181  Iobitridol (JAN/INN),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AB,"watersoluble, nephrotropic, low osmolar x-ray contrast media"
V08AB12,Ioxilan,NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AB,"watersoluble, nephrotropic, low osmolar x-ray contrast media"
V08AB12,Ioxilan,D02161  Ioxilan (JAN/USP/INN),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AB,"watersoluble, nephrotropic, low osmolar x-ray contrast media"
V08AC01,Iodoxamic acid [DG:DG01180],NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AC,"watersoluble, hepatotropic x-ray contrast media"
V08AC01,Iodoxamic acid [DG:DG01180],D01312  Iodoxamic acid (JAN/USAN/INN),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AC,"watersoluble, hepatotropic x-ray contrast media"
V08AC01,Iodoxamic acid [DG:DG01180],D04573  Iodoxamate meglumine (USAN),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AC,"watersoluble, hepatotropic x-ray contrast media"
V08AC02,Iotroxic acid [DG:DG01181],NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AC,"watersoluble, hepatotropic x-ray contrast media"
V08AC02,Iotroxic acid [DG:DG01181],D01388  Iotroxic acid (JP17/USAN/INN),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AC,"watersoluble, hepatotropic x-ray contrast media"
V08AC02,Iotroxic acid [DG:DG01181],D03902  Iotroxate meglumine,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AC,"watersoluble, hepatotropic x-ray contrast media"
V08AC03,Ioglycamic acid,NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AC,"watersoluble, hepatotropic x-ray contrast media"
V08AC03,Ioglycamic acid,D04577  Ioglycamic acid (USAN/INN),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AC,"watersoluble, hepatotropic x-ray contrast media"
V08AC04,Adipiodone,NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AC,"watersoluble, hepatotropic x-ray contrast media"
V08AC04,Adipiodone,D01774  Iodipamide (USP),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AC,"watersoluble, hepatotropic x-ray contrast media"
V08AC05,Iobenzamic acid,NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AC,"watersoluble, hepatotropic x-ray contrast media"
V08AC05,Iobenzamic acid,D01313  Iobenzamic acid (JAN/USAN/INN),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AC,"watersoluble, hepatotropic x-ray contrast media"
V08AC06,Iopanoic acid,NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AC,"watersoluble, hepatotropic x-ray contrast media"
V08AC06,Iopanoic acid,D01014  Iopanoic acid (JAN/USP/INN),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AC,"watersoluble, hepatotropic x-ray contrast media"
V08AC07,Iocetamic acid,NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AC,"watersoluble, hepatotropic x-ray contrast media"
V08AC07,Iocetamic acid,D04563  Iocetamic acid (USAN),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AC,"watersoluble, hepatotropic x-ray contrast media"
V08AC08,Sodium iopodate,NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AC,"watersoluble, hepatotropic x-ray contrast media"
V08AC08,Sodium iopodate,D01015  Ipodate sodium (USP),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AC,"watersoluble, hepatotropic x-ray contrast media"
V08AC09,Tyropanoic acid,NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AC,"watersoluble, hepatotropic x-ray contrast media"
V08AC09,Tyropanoic acid,D01884  Tyropanoate sodium (USAN),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AC,"watersoluble, hepatotropic x-ray contrast media"
V08AC10,Calcium iopodate,NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AC,"watersoluble, hepatotropic x-ray contrast media"
V08AC10,Calcium iopodate,D04604  Ipodate calcium,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AC,"watersoluble, hepatotropic x-ray contrast media"
V08AD01,Ethyl esters of iodised fatty acids,NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AD,non-watersoluble x-ray contrast media
V08AD02,Iopydol,NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AD,non-watersoluble x-ray contrast media
V08AD02,Iopydol,D04586  Iopydol (USAN),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AD,non-watersoluble x-ray contrast media
V08AD03,Propyliodone,NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AD,non-watersoluble x-ray contrast media
V08AD03,Propyliodone,D01755  Propyliodone (JAN/USP/INN),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AD,non-watersoluble x-ray contrast media
V08AD04,Iofendylate,NA,V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AD,non-watersoluble x-ray contrast media
V08AD04,Iofendylate,D04583  Iophendylate (USAN),V,various,V08,contrast media,V08A,"x-ray contrast media, iodinated",V08AD,non-watersoluble x-ray contrast media
V08BA01,Barium sulfate with suspending agents,NA,V,various,V08,contrast media,V08B,"x-ray contrast media, non-iodinated",V08BA,barium sulfate containing x-ray contrast media
V08BA02,Barium sulfate without suspending agents,NA,V,various,V08,contrast media,V08B,"x-ray contrast media, non-iodinated",V08BA,barium sulfate containing x-ray contrast media
V08CA01,Gadopentetic acid [DG:DG01182],NA,V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA01,Gadopentetic acid [DG:DG01182],D08006  Gadopentetic acid (INN),V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA01,Gadopentetic acid [DG:DG01182],D01707  Gadopentetate dimeglumine (JAN/USP),V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA01,Gadopentetic acid [DG:DG01182],D09795  Meglumine gadopentetate (JAN),V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA02,Gadoteric acid [DG:DG01183],NA,V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA02,Gadoteric acid [DG:DG01183],D08007  Gadoteric acid (INN),V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA02,Gadoteric acid [DG:DG01183],D03355  Meglumine gadoterate (JAN/USAN),V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA03,Gadodiamide [DG:DG01184],NA,V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA03,Gadodiamide [DG:DG01184],D04284  Gadodiamide (USP/INN),V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA03,Gadodiamide [DG:DG01184],D01645  Gadodiamide hydrate (JAN),V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA04,Gadoteridol,NA,V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA04,Gadoteridol,D01137  Gadoteridol (JAN/USP/INN),V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA05,Mangafodipir [DG:DG01185],NA,V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA05,Mangafodipir [DG:DG01185],D08262  Mangafodipir (INN),V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA05,Mangafodipir [DG:DG01185],D04848  Mangafodipir trisodium (USP),V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA06,Gadoversetamide,NA,V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA06,Gadoversetamide,D01646  Gadoversetamide (JAN/USP/INN),V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA07,Ferric ammonium citrate,NA,V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA07,Ferric ammonium citrate,D01644  Ferric ammonium citrate (JAN/USP),V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA08,Gadobenic acid [DG:DG01186],NA,V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA08,Gadobenic acid [DG:DG01186],D08018  Gadobenic acid (INN),V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA08,Gadobenic acid [DG:DG01186],D04283  Gadobenate dimeglumine (USAN),V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA09,Gadobutrol,NA,V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA09,Gadobutrol,D07420  Gadobutrol (JAN/USAN/INN),V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA10,Gadoxetic acid [DG:DG01187],NA,V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA10,Gadoxetic acid [DG:DG01187],D08008  Gadoxetic acid (INN),V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA10,Gadoxetic acid [DG:DG01187],D04288  Gadoxetate disodium (USAN),V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA11,Gadofosveset [DG:DG01188],NA,V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA11,Gadofosveset [DG:DG01188],D08005  Gadofosveset (INN),V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CA11,Gadofosveset [DG:DG01188],D04286  Gadofosveset trisodium (USAN),V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CA,paramagnetic contrast media
V08CB01,Ferumoxsil,NA,V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CB,superparamagnetic contrast media
V08CB01,Ferumoxsil,D04175  Ferumoxsil (USP),V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CB,superparamagnetic contrast media
V08CB02,Ferristene,NA,V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CB,superparamagnetic contrast media
V08CB02,Ferristene,D04170  Ferristene (USAN),V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CB,superparamagnetic contrast media
V08CB03,"Iron oxide, nanoparticles",NA,V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CB,superparamagnetic contrast media
V08CX01,Perflubron,NA,V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CX,other magnetic resonance imaging contrast media
V08CX01,Perflubron,D05439  Perflubron (USP/INN),V,various,V08,contrast media,V08C,magnetic resonance imaging contrast media,V08CX,other magnetic resonance imaging contrast media
V08DA01,Microspheres of human albumin,NA,V,various,V08,contrast media,V08D,ultrasound contrast media,V08DA,ultrasound contrast media
V08DA02,Microparticles of galactose,NA,V,various,V08,contrast media,V08D,ultrasound contrast media,V08DA,ultrasound contrast media
V08DA03,Perflenapent,NA,V,various,V08,contrast media,V08D,ultrasound contrast media,V08DA,ultrasound contrast media
V08DA03,Perflenapent,D05436  Perflenapent (USAN/INN),V,various,V08,contrast media,V08D,ultrasound contrast media,V08DA,ultrasound contrast media
V08DA04,Microspheres of phospholipids,NA,V,various,V08,contrast media,V08D,ultrasound contrast media,V08DA,ultrasound contrast media
V08DA05,Sulfur hexafluoride,NA,V,various,V08,contrast media,V08D,ultrasound contrast media,V08DA,ultrasound contrast media
V08DA05,Sulfur hexafluoride,D05962  Sulfur hexafluoride (USAN),V,various,V08,contrast media,V08D,ultrasound contrast media,V08DA,ultrasound contrast media
V08DA06,Perflubutane polymer microspheres,NA,V,various,V08,contrast media,V08D,ultrasound contrast media,V08DA,ultrasound contrast media
V09AA01,Technetium (99mTc) exametazime,NA,V,various,V09,diagnostic radiopharmaceuticals,V09A,central nervous system,V09AA,technetium (99mtc) compounds
V09AA01,Technetium (99mTc) exametazime,D02284  Technetium Tc 99m exametazime (USP),V,various,V09,diagnostic radiopharmaceuticals,V09A,central nervous system,V09AA,technetium (99mtc) compounds
V09AA02,Technetium (99mTc) bicisate,NA,V,various,V09,diagnostic radiopharmaceuticals,V09A,central nervous system,V09AA,technetium (99mtc) compounds
V09AA02,Technetium (99mTc) bicisate,D06029  Technetium Tc 99m bicisate (USP),V,various,V09,diagnostic radiopharmaceuticals,V09A,central nervous system,V09AA,technetium (99mtc) compounds
V09AB01,Iodine iofetamine (123I),NA,V,various,V09,diagnostic radiopharmaceuticals,V09A,central nervous system,V09AB,iodine (123i) compounds
V09AB01,Iodine iofetamine (123I),D01570  Iofetamine hydrochloride I 123 (USAN),V,various,V09,diagnostic radiopharmaceuticals,V09A,central nervous system,V09AB,iodine (123i) compounds
V09AB02,Iodine iolopride (123I),NA,V,various,V09,diagnostic radiopharmaceuticals,V09A,central nervous system,V09AB,iodine (123i) compounds
V09AB03,Iodine ioflupane (123I),NA,V,various,V09,diagnostic radiopharmaceuticals,V09A,central nervous system,V09AB,iodine (123i) compounds
V09AB03,Iodine ioflupane (123I),D10014  Ioflupane I 123 (USAN),V,various,V09,diagnostic radiopharmaceuticals,V09A,central nervous system,V09AB,iodine (123i) compounds
V09AX01,Indium (111In) pentetic acid [DG:DG01189],NA,V,various,V09,diagnostic radiopharmaceuticals,V09A,central nervous system,V09AX,other central nervous system diagnostic radiopharmaceuticals
V09AX01,Indium (111In) pentetic acid [DG:DG01189],D04524  Indium In 111 altumomab pentetate (USAN),V,various,V09,diagnostic radiopharmaceuticals,V09A,central nervous system,V09AX,other central nervous system diagnostic radiopharmaceuticals
V09AX01,Indium (111In) pentetic acid [DG:DG01189],D04527  Indium In 111 pentetate (USP),V,various,V09,diagnostic radiopharmaceuticals,V09A,central nervous system,V09AX,other central nervous system diagnostic radiopharmaceuticals
V09AX01,Indium (111In) pentetic acid [DG:DG01189],D05421  Pentetate indium disodium In 111 (USAN),V,various,V09,diagnostic radiopharmaceuticals,V09A,central nervous system,V09AX,other central nervous system diagnostic radiopharmaceuticals
V09AX03,Iodine (124I) 2beta-carbomethoxy-3beta-(4 iodophenyl)-tropane,NA,V,various,V09,diagnostic radiopharmaceuticals,V09A,central nervous system,V09AX,other central nervous system diagnostic radiopharmaceuticals
V09AX04,Flutemetamol (18F),NA,V,various,V09,diagnostic radiopharmaceuticals,V09A,central nervous system,V09AX,other central nervous system diagnostic radiopharmaceuticals
V09AX04,Flutemetamol (18F),D10231  Flutemetamol F 18 (USAN),V,various,V09,diagnostic radiopharmaceuticals,V09A,central nervous system,V09AX,other central nervous system diagnostic radiopharmaceuticals
V09AX05,Florbetapir (18F),NA,V,various,V09,diagnostic radiopharmaceuticals,V09A,central nervous system,V09AX,other central nervous system diagnostic radiopharmaceuticals
V09AX05,Florbetapir (18F),D09617  Florbetapir F-18 (USAN),V,various,V09,diagnostic radiopharmaceuticals,V09A,central nervous system,V09AX,other central nervous system diagnostic radiopharmaceuticals
V09AX06,Florbetaben (18F),NA,V,various,V09,diagnostic radiopharmaceuticals,V09A,central nervous system,V09AX,other central nervous system diagnostic radiopharmaceuticals
V09AX06,Florbetaben (18F),D10002  Florbetaben (18F) (JAN/INN),V,various,V09,diagnostic radiopharmaceuticals,V09A,central nervous system,V09AX,other central nervous system diagnostic radiopharmaceuticals
V09BA01,Technetium (99mTc) oxidronic acid,NA,V,various,V09,diagnostic radiopharmaceuticals,V09B,skeleton,V09BA,technetium (99mtc) compounds
V09BA01,Technetium (99mTc) oxidronic acid,D06041  Technetium Tc 99m oxidronate (USP),V,various,V09,diagnostic radiopharmaceuticals,V09B,skeleton,V09BA,technetium (99mtc) compounds
V09BA02,Technetium (99mTc) medronic acid [DG:DG01190],NA,V,various,V09,diagnostic radiopharmaceuticals,V09B,skeleton,V09BA,technetium (99mtc) compounds
V09BA02,Technetium (99mTc) medronic acid [DG:DG01190],D02029  Technetium Tc 99m medronate (USP),V,various,V09,diagnostic radiopharmaceuticals,V09B,skeleton,V09BA,technetium (99mtc) compounds
V09BA02,Technetium (99mTc) medronic acid [DG:DG01190],D06038  Technetium Tc 99m medronate disodium (USP),V,various,V09,diagnostic radiopharmaceuticals,V09B,skeleton,V09BA,technetium (99mtc) compounds
V09BA03,Technetium (99mTc) pyrophosphate [DG:DG01191],NA,V,various,V09,diagnostic radiopharmaceuticals,V09B,skeleton,V09BA,technetium (99mtc) compounds
V09BA03,Technetium (99mTc) pyrophosphate [DG:DG01191],D06045  Technetium Tc 99m pyrophosphate (USP),V,various,V09,diagnostic radiopharmaceuticals,V09B,skeleton,V09BA,technetium (99mtc) compounds
V09BA03,Technetium (99mTc) pyrophosphate [DG:DG01191],D08765  Sodium pyrophosphate hydrate - technetium (99mTc) pyrophosphate mixt,V,various,V09,diagnostic radiopharmaceuticals,V09B,skeleton,V09BA,technetium (99mtc) compounds
V09BA04,Technetium (99mTc) butedronic acid,NA,V,various,V09,diagnostic radiopharmaceuticals,V09B,skeleton,V09BA,technetium (99mtc) compounds
V09CA01,Technetium (99mTc) pentetic acid,NA,V,various,V09,diagnostic radiopharmaceuticals,V09C,renal system,V09CA,technetium (99mtc) compounds
V09CA01,Technetium (99mTc) pentetic acid,D06043  Technetium Tc 99m pentetate calcium trisodium (USP),V,various,V09,diagnostic radiopharmaceuticals,V09C,renal system,V09CA,technetium (99mtc) compounds
V09CA02,Technetium (99mTc) succimer,NA,V,various,V09,diagnostic radiopharmaceuticals,V09C,renal system,V09CA,technetium (99mtc) compounds
V09CA02,Technetium (99mTc) succimer,D02025  Technetium Tc 99m succimer (USP),V,various,V09,diagnostic radiopharmaceuticals,V09C,renal system,V09CA,technetium (99mtc) compounds
V09CA03,Technetium (99mTc) mertiatide,NA,V,various,V09,diagnostic radiopharmaceuticals,V09C,renal system,V09CA,technetium (99mtc) compounds
V09CA03,Technetium (99mTc) mertiatide,D06039  Technetium Tc 99m mertiatide (USP),V,various,V09,diagnostic radiopharmaceuticals,V09C,renal system,V09CA,technetium (99mtc) compounds
V09CA04,Technetium (99mTc) gluceptate,NA,V,various,V09,diagnostic radiopharmaceuticals,V09C,renal system,V09CA,technetium (99mtc) compounds
V09CA04,Technetium (99mTc) gluceptate,D06035  Technetium Tc 99m gluceptate (USP),V,various,V09,diagnostic radiopharmaceuticals,V09C,renal system,V09CA,technetium (99mtc) compounds
V09CA05,Technetium (99mTc) gluconate,NA,V,various,V09,diagnostic radiopharmaceuticals,V09C,renal system,V09CA,technetium (99mtc) compounds
V09CA06,Technetium (99mTc) ethylenedicysteine,NA,V,various,V09,diagnostic radiopharmaceuticals,V09C,renal system,V09CA,technetium (99mtc) compounds
V09CX01,Sodium iodohippurate (123I),NA,V,various,V09,diagnostic radiopharmaceuticals,V09C,renal system,V09CX,other renal system diagnostic radiopharmaceuticals
V09CX01,Sodium iodohippurate (123I),D04568  Iodohippurate sodium I 123 (USP),V,various,V09,diagnostic radiopharmaceuticals,V09C,renal system,V09CX,other renal system diagnostic radiopharmaceuticals
V09CX02,Sodium iodohippurate (131I),NA,V,various,V09,diagnostic radiopharmaceuticals,V09C,renal system,V09CX,other renal system diagnostic radiopharmaceuticals
V09CX02,Sodium iodohippurate (131I),D04570  Iodohippurate sodium I 131 (USAN),V,various,V09,diagnostic radiopharmaceuticals,V09C,renal system,V09CX,other renal system diagnostic radiopharmaceuticals
V09CX03,Sodium iothalamate (125I),NA,V,various,V09,diagnostic radiopharmaceuticals,V09C,renal system,V09CX,other renal system diagnostic radiopharmaceuticals
V09CX03,Sodium iothalamate (125I),D04595  Iothalamate sodium I 125 (USP),V,various,V09,diagnostic radiopharmaceuticals,V09C,renal system,V09CX,other renal system diagnostic radiopharmaceuticals
V09CX04,Chromium (51Cr) edetate,NA,V,various,V09,diagnostic radiopharmaceuticals,V09C,renal system,V09CX,other renal system diagnostic radiopharmaceuticals
V09CX04,Chromium (51Cr) edetate,D06891  Chromium Cr 51 Edetate (USP),V,various,V09,diagnostic radiopharmaceuticals,V09C,renal system,V09CX,other renal system diagnostic radiopharmaceuticals
V09DA01,Technetium (99mTc) disofenin,NA,V,various,V09,diagnostic radiopharmaceuticals,V09D,hepatic and reticulo endothelial system,V09DA,technetium (99mtc) compounds
V09DA01,Technetium (99mTc) disofenin,D06031  Technetium Tc 99m disofenin (USP),V,various,V09,diagnostic radiopharmaceuticals,V09D,hepatic and reticulo endothelial system,V09DA,technetium (99mtc) compounds
V09DA02,Technetium (99mTc) etifenin,NA,V,various,V09,diagnostic radiopharmaceuticals,V09D,hepatic and reticulo endothelial system,V09DA,technetium (99mtc) compounds
V09DA03,Technetium (99mTc) lidofenin,NA,V,various,V09,diagnostic radiopharmaceuticals,V09D,hepatic and reticulo endothelial system,V09DA,technetium (99mtc) compounds
V09DA03,Technetium (99mTc) lidofenin,D06036  Technetium Tc 99m lidofenin (USP),V,various,V09,diagnostic radiopharmaceuticals,V09D,hepatic and reticulo endothelial system,V09DA,technetium (99mtc) compounds
V09DA04,Technetium (99mTc) mebrofenin,NA,V,various,V09,diagnostic radiopharmaceuticals,V09D,hepatic and reticulo endothelial system,V09DA,technetium (99mtc) compounds
V09DA04,Technetium (99mTc) mebrofenin,D06037  Technetium Tc 99m mebrofenin (USP),V,various,V09,diagnostic radiopharmaceuticals,V09D,hepatic and reticulo endothelial system,V09DA,technetium (99mtc) compounds
V09DA05,Technetium (99mTc) galtifenin,NA,V,various,V09,diagnostic radiopharmaceuticals,V09D,hepatic and reticulo endothelial system,V09DA,technetium (99mtc) compounds
V09DB01,Technetium (99mTc) nanocolloid,NA,V,various,V09,diagnostic radiopharmaceuticals,V09D,hepatic and reticulo endothelial system,V09DB,"technetium (99mtc), particles and colloids"
V09DB02,Technetium (99mTc) microcolloid,NA,V,various,V09,diagnostic radiopharmaceuticals,V09D,hepatic and reticulo endothelial system,V09DB,"technetium (99mtc), particles and colloids"
V09DB03,Technetium (99mTc) millimicrospheres,NA,V,various,V09,diagnostic radiopharmaceuticals,V09D,hepatic and reticulo endothelial system,V09DB,"technetium (99mtc), particles and colloids"
V09DB04,Technetium (99mTc) tin colloid,NA,V,various,V09,diagnostic radiopharmaceuticals,V09D,hepatic and reticulo endothelial system,V09DB,"technetium (99mtc), particles and colloids"
V09DB05,Technetium (99mTc) sulfur colloid,NA,V,various,V09,diagnostic radiopharmaceuticals,V09D,hepatic and reticulo endothelial system,V09DB,"technetium (99mtc), particles and colloids"
V09DB05,Technetium (99mTc) sulfur colloid,D06048  Technetium Tc 99m sulfur colloid (USP),V,various,V09,diagnostic radiopharmaceuticals,V09D,hepatic and reticulo endothelial system,V09DB,"technetium (99mtc), particles and colloids"
V09DB06,Technetium (99mTc) rheniumsulfide colloid,NA,V,various,V09,diagnostic radiopharmaceuticals,V09D,hepatic and reticulo endothelial system,V09DB,"technetium (99mtc), particles and colloids"
V09DB07,Technetium (99mTc) phytate,NA,V,various,V09,diagnostic radiopharmaceuticals,V09D,hepatic and reticulo endothelial system,V09DB,"technetium (99mtc), particles and colloids"
V09DB07,Technetium (99mTc) phytate,D08766  Sodium phytate hydrate - technetium (99mTc) phytic acid mixt,V,various,V09,diagnostic radiopharmaceuticals,V09D,hepatic and reticulo endothelial system,V09DB,"technetium (99mtc), particles and colloids"
