A,B,C,D,E,F
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01E ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EX Other antiglaucoma preparations,S01EX01 Guanethidine [DG:DG00258],D04382  Guanethidine sulfate (JP17)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01E ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EX Other antiglaucoma preparations,S01EX02 Dapiprazole [DG:DG01140],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01E ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EX Other antiglaucoma preparations,S01EX02 Dapiprazole [DG:DG01140],D07775  Dapiprazole (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01E ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EX Other antiglaucoma preparations,S01EX02 Dapiprazole [DG:DG01140],D03648  Dapiprazole hydrochloride (USAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,,,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FA Anticholinergics,,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FA Anticholinergics,S01FA01 Atropine [DG:DG00052],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FA Anticholinergics,S01FA01 Atropine [DG:DG00052],D00113  Atropine (USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FA Anticholinergics,S01FA01 Atropine [DG:DG00052],D02069  Atropine sulfate (JP17/USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FA Anticholinergics,S01FA02 Scopolamine [DG:DG00065],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FA Anticholinergics,S01FA02 Scopolamine [DG:DG00065],D00138  Scopolamine (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FA Anticholinergics,S01FA02 Scopolamine [DG:DG00065],D02071  Scopolamine hydrobromide (USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FA Anticholinergics,S01FA03 Methylscopolamine,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FA Anticholinergics,S01FA03 Methylscopolamine,D01976  N-Methylscopolamine methylsulfate (JAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FA Anticholinergics,S01FA04 Cyclopentolate [DG:DG01141],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FA Anticholinergics,S01FA04 Cyclopentolate [DG:DG01141],D07759  Cyclopentolate (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FA Anticholinergics,S01FA04 Cyclopentolate [DG:DG01141],D01002  Cyclopentolate hydrochloride (JP17/USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FA Anticholinergics,S01FA05 Homatropine [DG:DG01142],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FA Anticholinergics,S01FA05 Homatropine [DG:DG01142],C07814  Homatropine
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FA Anticholinergics,S01FA05 Homatropine [DG:DG01142],D01004  Homatropine hydrobromide (JP17/USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FA Anticholinergics,S01FA05 Homatropine [DG:DG01142],D02070  Homatropine methylbromide (USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FA Anticholinergics,S01FA06 Tropicamide,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FA Anticholinergics,S01FA06 Tropicamide,D00397  Tropicamide (JP17/USP/INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FA Anticholinergics,"S01FA54 Cyclopentolate, combinations",
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FA Anticholinergics,"S01FA56 Tropicamide, combinations",
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FA Anticholinergics,"S01FA56 Tropicamide, combinations",D04081  Tropicamide - phenylephrine hydrochloride mixt
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FB Sympathomimetics excl. antiglaucoma preparations,,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FB Sympathomimetics excl. antiglaucoma preparations,S01FB01 Phenylephrine [DG:DG00215],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FB Sympathomimetics excl. antiglaucoma preparations,S01FB01 Phenylephrine [DG:DG00215],D08365  Phenylephrine (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FB Sympathomimetics excl. antiglaucoma preparations,S01FB01 Phenylephrine [DG:DG00215],D00511  Phenylephrine hydrochloride (JP17/USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FB Sympathomimetics excl. antiglaucoma preparations,S01FB01 Phenylephrine [DG:DG00215],D08366  Phenylephrine tartrate
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FB Sympathomimetics excl. antiglaucoma preparations,S01FB01 Phenylephrine [DG:DG00215],D08966  Phenylephrine bitartrate (USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FB Sympathomimetics excl. antiglaucoma preparations,S01FB02 Ephedrine [DG:DG00227],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FB Sympathomimetics excl. antiglaucoma preparations,S01FB02 Ephedrine [DG:DG00227],D00124  Ephedrine (USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FB Sympathomimetics excl. antiglaucoma preparations,S01FB02 Ephedrine [DG:DG00227],D01386  Ephedrine hydrochloride (JP17/USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FB Sympathomimetics excl. antiglaucoma preparations,S01FB02 Ephedrine [DG:DG00227],D04018  Ephedrine sulfate (USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FB Sympathomimetics excl. antiglaucoma preparations,S01FB03 Ibopamine [DG:DG00223],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FB Sympathomimetics excl. antiglaucoma preparations,S01FB03 Ibopamine [DG:DG00223],D04488  Ibopamine (USAN/INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FB Sympathomimetics excl. antiglaucoma preparations,S01FB03 Ibopamine [DG:DG00223],D08057  Ibopamine hydrochloride
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FB Sympathomimetics excl. antiglaucoma preparations,S01FB51 Phenylephrine and ketorolac,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01F MYDRIATICS AND CYCLOPLEGICS,S01FB Sympathomimetics excl. antiglaucoma preparations,S01FB51 Phenylephrine and ketorolac,D10837  Phenylephrine - ketorolac mixt
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,,,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,S01GA01 Naphazoline [DG:DG01032],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,S01GA01 Naphazoline [DG:DG01032],D08253  Naphazoline (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,S01GA01 Naphazoline [DG:DG01032],D00743  Naphazoline hydrochloride (JP17/USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,S01GA01 Naphazoline [DG:DG01032],D01021  Naphazoline nitrate (JP17)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,S01GA02 Tetryzoline [DG:DG01030],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,S01GA02 Tetryzoline [DG:DG01030],D08578  Tetryzoline (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,S01GA02 Tetryzoline [DG:DG01030],D00756  Tetrahydrozoline nitrate (JAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,S01GA02 Tetryzoline [DG:DG01030],D01023  Tetrahydrozoline hydrochloride (JAN/USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,S01GA03 Xylometazoline [DG:DG01031],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,S01GA03 Xylometazoline [DG:DG01031],D08684  Xylometazoline (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,S01GA03 Xylometazoline [DG:DG01031],D00757  Xylometazoline hydrochloride (USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,S01GA04 Oxymetazoline [DG:DG01029],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,S01GA04 Oxymetazoline [DG:DG01029],D08322  Oxymetazoline (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,S01GA04 Oxymetazoline [DG:DG01029],D01022  Oxymetazoline hydrochloride (JAN/USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,S01GA05 Phenylephrine [DG:DG00215],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,S01GA05 Phenylephrine [DG:DG00215],D08365  Phenylephrine (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,S01GA05 Phenylephrine [DG:DG00215],D00511  Phenylephrine hydrochloride (JP17/USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,S01GA05 Phenylephrine [DG:DG00215],D08366  Phenylephrine tartrate
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,S01GA05 Phenylephrine [DG:DG00215],D08966  Phenylephrine bitartrate (USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,S01GA06 Oxedrine [DG:DG00217],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,S01GA06 Oxedrine [DG:DG00217],D07148  Oxedrine (BAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,S01GA06 Oxedrine [DG:DG00217],D08308  Oxedrine tartrate
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,S01GA06 Oxedrine [DG:DG00217],D08309  Oxedrine hydrochloride
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,"S01GA51 Naphazoline, combinations",
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,"S01GA51 Naphazoline, combinations",D02133  Naphazoline hydrochloride - pheniramine maleate mixt
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,"S01GA51 Naphazoline, combinations",D04084  Chondroitin sulfate sodium - naphazoline hydrochloride mixt
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,"S01GA52 Tetryzoline, combinations",
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,"S01GA53 Xylometazoline, combinations",
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,"S01GA55 Phenylephrine, combinations",
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,"S01GA55 Phenylephrine, combinations",D04081  Tropicamide - phenylephrine hydrochloride mixt
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GA Sympathomimetics used as decongestants,"S01GA56 Oxedrine, combinations",
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX01 Cromoglicic acid [DG:DG00098],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX01 Cromoglicic acid [DG:DG00098],D07753  Cromoglicic acid (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX01 Cromoglicic acid [DG:DG00098],D00526  Cromolyn sodium (USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX01 Cromoglicic acid [DG:DG00098],D02589  Cromoglicate lisetil (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX01 Cromoglicic acid [DG:DG00098],D09790  Cromoglicate lisetil hydrochloride (JAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX02 Levocabastine [DG:DG01035],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX02 Levocabastine [DG:DG01035],D08117  Levocabastine (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX02 Levocabastine [DG:DG01035],D01717  Levocabastine hydrochloride (JAN/USAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX03 Spaglumic acid,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX03 Spaglumic acid,D07374  Spaglumic acid (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX04 Nedocromil [DG:DG01038],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX04 Nedocromil [DG:DG01038],D05129  Nedocromil (USAN/INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX04 Nedocromil [DG:DG01038],D00527  Nedocromil sodium (USAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX04 Nedocromil [DG:DG01038],D05130  Nedocromil calcium (USAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX05 Lodoxamide [DG:DG01143],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX05 Lodoxamide [DG:DG01143],D08139  Lodoxamide (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX05 Lodoxamide [DG:DG01143],D04760  Lodoxamide ethyl (USAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX05 Lodoxamide [DG:DG01143],D04762  Lodoxamide tromethamine (USAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX06 Emedastine [DG:DG01144],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX06 Emedastine [DG:DG01144],D07890  Emedastine (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX06 Emedastine [DG:DG01144],D02249  Emedastine difumarate (JP17/USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX07 Azelastine [DG:DG01036],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX07 Azelastine [DG:DG01036],D07483  Azelastine (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX07 Azelastine [DG:DG01036],D00659  Azelastine hydrochloride (JP17/USAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX08 Ketotifen [DG:DG01115],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX08 Ketotifen [DG:DG01115],D08105  Ketotifen (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX08 Ketotifen [DG:DG01115],D01332  Ketotifen fumarate (JP17/USAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX09 Olopatadine [DG:DG01039],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX09 Olopatadine [DG:DG01039],D08293  Olopatadine (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX09 Olopatadine [DG:DG01039],D01192  Olopatadine hydrochloride (JP17/USAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX10 Epinastine [DG:DG01116],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX10 Epinastine [DG:DG01116],D07900  Epinastine (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX10 Epinastine [DG:DG01116],D01713  Epinastine hydrochloride (JAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX11 Alcaftadine,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,S01GX11 Alcaftadine,D06552  Alcaftadine (JAN/USAN/INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01G DECONGESTANTS AND ANTIALLERGICS,S01GX Other antiallergics,"S01GX51 Cromoglicic acid, combinations",
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,,,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,S01HA01 Cocaine [DG:DG00808],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,S01HA01 Cocaine [DG:DG00808],D00110  Cocaine (USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,S01HA01 Cocaine [DG:DG00808],D02182  Cocaine hydrochloride (JP17/USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,S01HA02 Oxybuprocaine [DG:DG00392],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,S01HA02 Oxybuprocaine [DG:DG00392],D08319  Oxybuprocaine (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,S01HA02 Oxybuprocaine [DG:DG00392],D01768  Benoxinate hydrochloride (USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,S01HA03 Tetracaine [DG:DG00296],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,S01HA03 Tetracaine [DG:DG00296],D00551  Tetracaine (USP/INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,S01HA03 Tetracaine [DG:DG00296],D00741  Tetracaine hydrochloride (JP17/USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,S01HA04 Proxymetacaine [DG:DG01145],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,S01HA04 Proxymetacaine [DG:DG01145],D08448  Proxymetacaine (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,S01HA04 Proxymetacaine [DG:DG01145],D02098  Proparacaine hydrochloride (USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,S01HA05 Procaine [DG:DG00298],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,S01HA05 Procaine [DG:DG00298],D08422  Procaine (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,S01HA05 Procaine [DG:DG00298],D00740  Procaine hydrochloride (JP17/USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,S01HA06 Cinchocaine [DG:DG00297],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,S01HA06 Cinchocaine [DG:DG00297],D00733  Dibucaine (USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,S01HA06 Cinchocaine [DG:DG00297],D02220  Dibucaine hydrochloride (JP17/USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,S01HA07 Lidocaine [DG:DG00196],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,S01HA07 Lidocaine [DG:DG00196],D00358  Lidocaine (JP17/USP/INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,S01HA07 Lidocaine [DG:DG00196],D02086  Lidocaine hydrochloride (JAN/USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,S01HA07 Lidocaine [DG:DG00196],D08127  Lidocaine hydrochloride monohydrate
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01H LOCAL ANESTHETICS,S01HA Local anesthetics,S01HA30 Combinations,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01J DIAGNOSTIC AGENTS,,,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01J DIAGNOSTIC AGENTS,S01JA Colouring agents,,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01J DIAGNOSTIC AGENTS,S01JA Colouring agents,S01JA01 Fluorescein [DG:DG01146],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01J DIAGNOSTIC AGENTS,S01JA Colouring agents,S01JA01 Fluorescein [DG:DG01146],D01261  Fluorescein (JAN/USP)
