brand_name,generic_name
ortho tri-cyclen,norgestimate-ethinyl estradiol
ortho tri-cyclen lo,norgestimate-ethinyl estradiol
oscimin,hyoscyamine sulfate
oscimin sl,hyoscyamine sulfate
oseni,alogliptin benz/pioglitazone
osmoprep,"naphos m-b m-h/na phos,di-ba"
otic care,antipyrine/benzocaine
otic edge,aa/antpy/bcaine/polico/al acet
oticin,chloroxylenol/pramoxine hcl
oticin hc,neomycin/polymyxin b sulf/hc
otozin,antipyrine/benzocain/gly/zinc
otrexup,methotrexate/pf
ovace plus,sulfacetamide sodium
ovcon-35,norethindrone-ethinyl estrad
ovcon-50,norethindrone-ethinyl estrad
oxacillin,"oxacillin sodium/dextrose,iso"
oxacillin sodium,oxacillin sodium
oxecta,oxycodone hcl
oxistat,oxiconazole nitrate
oxsoralen-ultra,"methoxsalen, rapid"
oxycodone-acetaminophen,oxycodone hcl/acetaminophen
oxycodone-aspirin,oxycodone hcl/oxycodon ter/asa
oxycodone concentrate,oxycodone hcl
oxycodone hcl,oxycodone hcl
oxycodone hcl-acetaminophen,oxycodone hcl/acetaminophen
oxycodone hcl-aspirin,oxycodone hcl/aspirin
oxycodone hcl-ibuprofen,ibuprofen/oxycodone hcl
oxycodone hcl er,oxycodone hcl
oxycontin,oxycodone hcl
oxymorphone hcl,oxymorphone hcl
oxymorphone hcl er,oxymorphone hcl
pacerone,amiodarone hcl
paire ob plus dha,"pnv #8/iron ps cmp,aspg/fa/dha"
palgic,carbinoxamine maleate
pamelor,nortriptyline hcl
pamidronate disodium,pamidronate disodium
pamine,methscopolamine bromide
pamine forte,methscopolamine bromide
pancreaze,lipase/protease/amylase
"pancrelipase 5,000",lipase/protease/amylase
pantoprazole sodium,pantoprazole sodium
papaverine hcl,papaverine hcl
parcopa,carbidopa/levodopa
paregoric,paregoric
parlodel,bromocriptine mesylate
parnate,tranylcypromine sulfate
paroex,chlorhexidine gluconate
paromomycin sulfate,paromomycin sulfate
paroxetine hcl,paroxetine hcl
pataday,olopatadine hcl
patanase,olopatadine hcl
patanol,olopatadine hcl
paxil,paroxetine hcl
paxil cr,paroxetine hcl
pazeo,olopatadine hcl
pce,erythromycin base
pediaderm af,nystatin/emollient combo no.54
pediaderm hc,hydrocortisone/emol no.45
pediaderm ta,triamcinolone/emollient cmb#45
pediapred,prednisolone sod phosphate
pediarix,hep b vaccine/dp(a)t-polio/pf
pedipirox-4,ciclopirox/nail lacq/ft deod#4
pedvaxhib,haemph b polysac conj-menin/pf
peg-3350 and electrolytes,"peg 3350/na sulf,bicarb,cl/kcl"
peg-3350 with flavor packs,sodium chloride/nahco3/kcl/peg
peg 3350-electrolyte,"peg 3350/na sulf,bicarb,cl/kcl"
peg 3350-electrolyte,sodium chloride/nahco3/kcl/peg
pen needle,"needles, insulin disposable"
pen needle,"pen needle, diabetic"
pen needle,"pen needle, diabetic, safety"
pen needles,"pen needle, diabetic"
penicillin g potassium,penicillin g potassium
penicillin g procaine,penicillin g procaine
penicillin g sodium,penicillin g sodium
penicillin gk-iso-osm dextrose,pen g pot/dextrose-water
penicillin v potassium,penicillin v potassium
pennsaid,diclofenac sodium
pentacel,dp(a)t-polio/hib conj-tet/pf
pentasa,mesalamine
pentazocine-acetaminophen,pentazocine hcl/acetaminophen
pentazocine-naloxone hcl,pentazocine hcl/naloxone hcl
percocet,oxycodone hcl/acetaminophen
percodan,oxycodone hcl/aspirin
perforomist,formoterol fumarate
perindopril erbumine,perindopril erbumine
periogard,chlorhexidine gluconate
periostat,doxycycline hyclate
perphenazine-amitriptyline,perphenazine/amitriptyline hcl
pertzye,lipase/protease/amylase
pexeva,paroxetine mesylate
pfizerpen,penicillin g potassium
phenadoz,promethazine hcl
phenazopyridine hcl,phenazopyridine hcl
phendimetrazine tartrate,phendimetrazine tartrate
phenelzine sulfate,phenelzine sulfate
phenergan,promethazine hcl
phenoxybenzamine hcl,phenoxybenzamine hcl
phentermine hcl,phentermine hcl
phentolamine mesylate,phentolamine mesylate
phenylephrine hcl,phenylephrine hcl
phenytek,phenytoin sodium extended
phenytoin sodium extended,phenytoin sodium extended
philith,norethindrone-ethinyl estrad
phosenamine,methen/m-blue/sal/na phos/hyos
phospha 250 neutral,phosphorus #1
phosphasal,mth/me blue/sod phos/phen/hyos
phospholine iodide,echothiophate iodide
phrenilin forte,butalbital/acetaminophen
pilocarpine hcl,pilocarpine hcl
pilopine hs,pilocarpine hcl
pimtrea,desog-e.estradiol/e.estradiol
pioglitazone-glimepiride,pioglitazone hcl/glimepiride
pioglitazone-metformin,pioglitazone hcl/metformin hcl
pioglitazone hcl,pioglitazone hcl
piperacillin,piperacillin sodium
piperacillin-tazobactam,piperacillin sodium/tazobactam
pirmella,norethindrone-ethinyl estrad
plaquenil,hydroxychloroquine sulfate
plasbumin-25,albumin human
plasma-lyte a ph 7.4,electrolyte-a solution
plavix,clopidogrel bisulfate
plexion,sulfacetamide sodium/sulfur
plexion sct,sulfacet sod/sulfur/witch haz
pnv-dha,pnv combo#47/iron/fa #1/dha
pnv-dha + docusate,pnv66/iron fumarate/fa/dss/dha
pnv-ferrous fumarate-docu-fa,pnv115/iron fumarate/fa/dss
pnv-first,pnv#26/iron poly/fa/dha
pnv-iron,pnv with ca8/iron/fa/lmefolate
pnv-ob with dha,prenat vit comb.10/iron/fa/dha
pnv-omega,pnv with ca #68/iron/fa#1/dha
pnv-select,pnv w-ca #40/iron fum/fa cmb#1
pnv-total,pnv17/iron/fa/fish oil/dha/om
pnv 29-1,"prenatal vit #76/iron,carb/fa"
pnv folic acid + iron,prenatal vit #60/iron fum/fa
pnv ob+dha,pnv22/iron cbn&gluc/fa/dss/dha
podiapn,vit b6/me-thfolate/me-b12/ala
podocon-25,podophyllum resin
podofilox,podofilox
poly-dex,neo/polymyx b sulf/dexameth
poly-iron 150 forte,iron ps cmplx/vit b12/fa
poly-pred,neomycin su/plymx b su/pred
poly-tussin dhc,brompheniram/pe/dihydrocodeine
poly hist forte,phenylephrine/pyrilamine ma/cp
poly iron pn forte,pnv/iron ps cplx/folic acid
polycin,bacitracin/polymyxin b sulfate
polyethylene glycol,polyethylene glycol 3350
polyethylene glycol 3350,polyethylene glycol 3350
polygesic,hydrocodone/acetaminophen
polymyxin b sul-trimethoprim,polymyxin b sulf/trimethoprim
polymyxin b sulfate,polymyxin b sulfate
polytrim,polymyxin b sulf/trimethoprim
polyvitamins-fluoride,multivitamins with fluoride
portia,levonorgestrel-ethin estradiol
potass cit-sod cit-citric acid,sod/pot/k cit/sod cit/cit acid
potassium bicarbonate,potassium bicarbonate/cit ac
potassium chl-normal saline,potassium chloride in 0.9%nacl
potassium chloride-nacl,potassium chloride-0.45% nacl
potassium chloride in d5lr,potassium chloride in lr-d5
potassium citrate-citric acid,potassium citrate/citric acid
potassium phosphate,"potassium phos,m-basic-d-basic"
potiga,ezogabine
pr cream,"protect cmb2/ceramide 1,3,6-11"
pr natal 400,pnv53/iron b-g hcl-p/fa/omega3
pr natal 400 ec,pnv19/iron bg hc&succ-p/fa/om3
pr natal 430,pnv54/iron b-g hcl-p/fa/omega3
pr natal 430 ec,"pnv55/iron bg hc,succ-p/fa/om3"
pr natal 440 ec,pnv48/iron na feredetat/fa/om3
pradaxa,dabigatran etexilate mesylate
pramcort,hydrocortisone/pramoxine
pramipexole dihydrochloride,pramipexole di-hcl
pramipexole er,pramipexole di-hcl
pramosone,hydrocortisone/pramoxine
pramotic,chloroxylenol/pramoxine hcl
prandimet,repaglinide/metformin hcl
prascion,sulfacetamide sodium/sulfur
prascion fc,sulfacetamide sodium/sulfur
prascion ra,sulfacetm na/avobenzone/sulfur
pravachol,pravastatin sodium
pravastatin sodium,pravastatin sodium
prazosin hcl,prazosin hcl
precision,"syring w-ndl,disp,insul,0.3 ml"
precision,"syring w-ndl,disp,insul,0.5 ml"
precision,"syringe and needle,insulin,1ml"
pred-g,gentamicin/prednisol ac
prednisolone sodium phos odt,prednisolone sod phosphate
prednisolone sodium phosphate,prednisolone sod phosphate
prefera-ob,pnv #8/iron ps & heme polyp/fa
prefera-ob one,pnv #19/iron ps&heme/folic/dha
prefera-ob plus dha,pnv combo #22/iron/fa/om3/dha
prefera ob,pnv#21/iron ps& heme polyp/fa
prefest,estradiol/norgestimate
pregnyl,"chorionic gonadotropin, human"
premarin,"estrogens, conjugated"
premphase,"estrogen,con/m-progest acet"
prempro,"estrogen,con/m-progest acet"
prena1,prenatal no.25/iron/fa #6/dha
prena1 chew,prenatal vit#42/fa cmb#6
prena1 plus,prenatal no.39/iron/fa #6/dha
prenacare,prenatal vit 18/iron cb/fa/dss
prenafirst,prenatal vit/iron fumarate/fa
prenaissance,pnv80/iron fumarate/fa/dss/dha
prenaissance plus,"pnv69/iron,carbonyl/fa/dss/dha"
prenaplus,pnv with ca#74/iron/folic acid
prenata,prenatal vit37/iron/folic acid
prenatabs fa,prenatal vit no.78/iron/fa
prenatabs rx,"prenatal vit #76/iron,carb/fa"
prenatal-u,pnv w-o ca no5/fe fumarate/fa
prenatal 19,pnv no.115/iron fumarate/fa
prenatal 19,pnv no.118/iron fumarate/fa
prenatal 19,pnv115/iron fumarate/fa/dss
prenatal 19,pnv119/iron fumarate/fa/dss
prenatal ad,prenatal vit 15/iron cb/fa/dss
prenatal low iron,pnv with ca#74/iron/folic acid
prenatal multivitamin w-iron,pnv #14/ferrous fum/folic acid
prenatal plus,pnv with ca#74/iron/folic acid
prenatal plus,"pnv with ca,no.72/iron,carb/fa"
prenatal plus,"pnv with ca,no.72/iron/fa"
prenatal plus,prenatal vit/iron fumarate/fa
prenatal rx,prenatal vit/iron fumarate/fa
prenatal rx 1,"prenatal vit27,calcium/iron/fa"
prenatal vitamin plus low iron,"pnv with ca,no.72/iron/fa"
prenate am,prenatal vit no.114/fa/ginger
prenate chewable,prenatal vit no.112/folic acid
prenate dha,pnv #38/iron fum/folate/dha
prenate dha,pnv #78/iron asp gly/fa#1/dha
prenate dha,pnv combo#47/iron/fa #1/dha
prenate elite,pnv w-ca #40/iron fum/fa cmb#1
prenate elite,prenatal #79/iron asp gly/fa#1
prenate elite,prenatal vit#36/iron/fa cmb#6
prenate enhance,prenatal vit #68/iron/fa#6/dha
prenate essential,pnv #35/iron/fa #6/dha
prenate essential,pnv with ca #68/iron/fa#1/dha
prenate essential,prenatal vit#84/iron/fa#1/dha
prenate mini,prenatal vit no.44/iron/fa/dha
prenate mini,prenatal vit no.87/iron/fa/dha
prenate plus,pnv with ca#74/iron/folic acid
prenate restore,prenatal vit #69/iron/fa#6/dha
prenexa,pnv66/iron fumarate/fa/dss/dha
preplus,"pnv with ca,no.72/iron/fa"
prepopik,sod picosulf/mag ox/citric ac
preque 10,"pnv 18/fe,carb/fa/dss/ubi/dha"
preque 10,"pnv no18/iron,carb/fa/ubi/dha"
prevalite,cholestyramine/aspartame
prevident 5000 enamel protect,sodium fluoride/potassium nit
prevident 5000 sensitive,sodium fluoride/potassium nit
previfem,norgestimate-ethinyl estradiol
prevnar 13,pneumoc 13-val conj-dip crm/pf
prevpac,lansoprazole/amoxiciln/clarith
prezcobix,darunavir/cobicistat
prezista,darunavir ethanolate
prialt,ziconotide acetate
primaquine,primaquine phosphate
primaxin,imipenem/cilastatin sodium
primaxin i.m.,imipenem/cilastatin sodium
primlev,oxycodone hcl/acetaminophen
prinzide,lisinopril/hydrochlorothiazide
privigen,immun glob g(igg)/pro/iga 0-50
proair hfa,albuterol sulfate
proair respiclick,albuterol sulfate
proamatine,midodrine hcl
probarimin qt,"mv, min cmb#17/iron/fa/min aa"
probenecid-colchicine,colchicine/probenecid
procalamine,aa 3%/electrolyte-tpn soln/gly
procentra,dextroamphetamine sulfate
prochieve,"progesterone,micronized"
procrit,epoetin alfa
proctofoam-hc,hydrocortisone/pramoxine
procysbi,cysteamine bitartrate
prodigy insulin syringe,"syring w-ndl,disp,insul,0.3 ml"
prodigy insulin syringe,"syring w-ndl,disp,insul,0.5 ml"
prodigy insulin syringe,"syringe and needle,insulin,1ml"
prodigy pen needle,"pen needle, diabetic"
prodigy pen needle,"pen needle, diabetic, safety"
proferrin-forte,iron heme polypeptide/folic ac
prolastin c,alpha-1-proteinase inhibitor
prolensa,bromfenac sodium
promacta,eltrombopag olamine
promethazine-codeine,promethazine hcl/codeine
promethazine-dm,promethazine/dextromethorphan
promethazine-phenylephrine,phenylephrine hcl/prometh hcl
promethazine hcl,promethazine hcl
promethazine vc,phenylephrine hcl/prometh hcl
promethazine vc-codeine,promethazine/phenyleph/codeine
promethegan,promethazine hcl
prometrium,"progesterone,micronized"
propafenone hcl,propafenone hcl
propafenone hcl er,propafenone hcl
propantheline bromide,propantheline bromide
proparacaine hcl,proparacaine hcl
propoxyphene hcl,propoxyphene hcl
propoxyphene hcl-acetaminophen,propoxyphene hcl/acetaminophen
propoxyphene nap-acetaminophen,propoxyphene nap/acetaminophen
propranolol-hydrochlorothiazid,propranolol/hydrochlorothiazid
propranolol hcl,propranolol hcl
propranolol hcl er,propranolol hcl
proquad,"measles,mumps,rub,varicella/pf"
prosed-ds,methenam/me blue/ba/salicy/hyo
prosol,parenteral amino acid 20% no.1
prostigmin,neostigmine bromide
protect cardio,"mv, min cmb#8/fa/co q10/omega3"
protect plus nr,amino ac/fa/mv-mn/dietary 2
protonix,pantoprazole sodium
protonix iv,pantoprazole sodium
protriptyline hcl,protriptyline hcl
proventil,albuterol
proventil hfa,albuterol sulfate
provera,medroxyprogesterone acetate
provida ob,prenatal vit#65/iron fum&ps/fa
prozac,fluoxetine hcl
prozac weekly,fluoxetine hcl
prudoxin,doxepin hcl
pse brom,brompheniramine/pseudoephed/dm
psorcon,diflorasone diacetate
pulmozyme,dornase alfa
purevit dualfe plus,iron fum&polysac#1/fa/mv no.18
pylera,bismuth/metronid/tetracycline
pyridium,phenazopyridine hcl
pyridostigmine bromide,pyridostigmine bromide
pyridostigmine bromide er,pyridostigmine bromide
pyridoxine hcl,pyridoxine hcl
pyril-chlor-phen,phenylephrine/pyrilamine ma/cp
pyril d,phenylephrine/pyrilamine
qnasl,beclomethasone dipropionate
qnasl children,beclomethasone dipropionate
qroxin,capsaicin/menthol
qsymia,phentermine/topiramate
qualaquin,quinine sulfate
quartette,l-norgest/e.estradion-e.estrad
quasense,levonorgestrel-ethin estradiol
questran,cholestyramine (with sugar)
questran light,cholestyramine/aspartame
quetiapine fumarate,quetiapine fumarate
quillivant xr,methylphenidate hcl
quinapril-hydrochlorothiazide,quinapril/hydrochlorothiazide
quinapril hcl,quinapril hcl
quinaretic,quinapril/hydrochlorothiazide
quinidine gluconate,quinidine gluconate
quinidine sulfate,quinidine sulfate
quinine sulfate,quinine sulfate
qutenza,capsaicin/skin cleanser
qvar,beclomethasone dipropionate
r-tanna,phenylephrine/chlor-tan
r-tanna pediatric,phenylephrine/chlor-tan
rabavert,rabies vaccine (pcec)/pf
rabeprazole sodium,rabeprazole sodium
ragwitek,weed pollen-short ragweed
raloxifene hcl,raloxifene hcl
ranitidine hcl,ranitidine hcl
rasuvo,methotrexate/pf
razadyne,galantamine hbr
razadyne er,galantamine hbr
re-nata 29 ob,"prenatal vit #76/iron,carb/fa"
re-u40,urea
rea lo 40,urea
rebif,interferon beta-1a/albumin
rebif rebidose,interferon beta-1a/albumin
reciphexamine,lidocaine hcl/menthol
reclast,zoledronic acid/mannitol&water
reclipsen,desogestrel-ethinyl estradiol
recombivax hb,hepatitis b virus vaccine/pf
rectiv,nitroglycerin
refissa,tretinoin/emollient base
refludan,"lepirudin,recombinant"
regenecare,vit e/lidocain/alo ver/colagn
reglan,metoclopramide hcl
regonol,pyridostigmine bromide
relador pak,lidocaine/prilocaine
relagard,acetic acid/oxyquinoline
relagesic,acetaminophen/phenyltolx
relcof c,guaifenesin/codeine phosphate
relion pen needles,"pen needle, diabetic"
relnate dha,pnv 11-iron fum-folic acid-om3
relpax,eletriptan hbr
remeven,urea
remodulin,treprostinil sodium
rena-vite rx,vit b cmplx 3/fa/vit c/biotin
renacidin,citric acid/g-lactone/mag carb
renagel,sevelamer hcl
renal caps,b complex & c no.20/folic acid
renal softgel,b complex & c no.20/folic acid
renax,"e ac succ/fa/vit bcomp,c/zn/se"
reno caps,b complex & c no.20/folic acid
renova,tretinoin/emollient base
renova pump,tretinoin/emollient base
renvela,sevelamer carbonate
reocyte plus,"fe fumarate/fa/mv, min comb#15"
repaglinide-metformin hcl,repaglinide/metformin hcl
repan,butalb/acetaminophen/caffeine
reprexain,hydrocodone/ibuprofen
req49+,"mv,min cmb#16/fa/lutein/lycop"
requip,ropinirole hcl
requip xl,ropinirole hcl
rescon-jr.,dexchlorphenir/phenylephrine
rescriptor,delavirdine mesylate
rescula,unoprostone isopropyl
respa-br,brompheniramine maleate
respa a.r.,p-ephed hcl/chlor-mal/bell alk
respa c&c ir,dm/pe/acetaminoph/diphenhydram
restasis,cyclosporine
retin-a micro,tretinoin microspheres
retin-a micro pump,tretinoin microspheres
revatio,sildenafil citrate
revia,naltrexone hcl
reyataz,atazanavir sulfate
rezira,p-ephed hcl/hydrocodone
rezyst im,l.acidophilus/b.bifidum&longum
rheumatrex,methotrexate sodium
rhinoflex,acetaminophen/phenyltolx
rhinoflex-650,acetaminophen/phenyltolx
rhogam ultra-filtered plus,rho(d) immune globulin
rifadin,rifampin
rifamate,rifampin/isoniazid
rifampin,rifampin
rifater,rifamp/isoniazid/pyrazinamide
rimantadine hcl,rimantadine hcl
ringers injection,ringers solution
ringers irrigation,ringers solution
riomet,metformin hcl
risedronate sodium,risedronate sodium
risedronate sodium dr,risedronate sodium
risperdal consta,risperidone microspheres
ritalin,methylphenidate hcl
ritalin-sr,methylphenidate hcl
ritalin la,methylphenidate hcl
rizatriptan,rizatriptan benzoate
robafen ac,guaifenesin/codeine phosphate
robinul,glycopyrrolate
robinul forte,glycopyrrolate
rocephin,ceftriaxone sodium
ropinirole er,ropinirole hcl
ropinirole hcl,ropinirole hcl
rosaderm,sulfacetamide sodium/sulfur
rosanil,sulfacetamd/sulfr/sknclnsr10
rosanil,sulfacetamide sodium/sulfur
rovin-cf of,vit b12/lmefolate ca/vit b6/b2
rovin-nv,pnv with ca8/iron/fa/lmefolate
rovin-nv dha,pnv no.42/iron/fa/lmfolate/dha
rowasa,mesalamine w/cleansing wipes
roxanol,morphine sulfate
roxicet,oxycodone hcl/acetaminophen
roxicodone,oxycodone hcl
roxicodone intensol,oxycodone hcl
ru-hist forte,phenylephrine/pyrilamine ma/cp
ruconest,"c1 esterase inhibitor, recomb"
rybix odt,tramadol hcl
rynatan,phenylephrine/chlor-tan
rynatan pediatric,phenylephrine/chlor-tan
ryneze,chlorpheniramine/methscopolamn
rytary,carbidopa/levodopa
rythmol,propafenone hcl
rythmol sr,propafenone hcl
ryzolt,tramadol hcl
sa,salicylic acid/ceramide cmb #1
safetyglide insulin syringe,"syring w-ndl,disp,insul,0.3 ml"
safetyglide insulin syringe,"syring w-ndl,disp,insul,0.5 ml"
safetyglide syringe,"syringe and needle,insulin,1ml"
safyral,drospir/eth estra/levomefol ca
sal-tropine,atropine sulfate
salagen,pilocarpine hcl
salkera,salicylic acid/ammon lact/aloe
salvax duo plus,salicylic acid/urea
sanctura,trospium chloride
sanctura xr,trospium chloride
sandimmune,cyclosporine
sandostatin,octreotide acetate
sandostatin lar,"octreotide acetate,mi-spheres"
sandostatin lar depot,"octreotide acetate,mi-spheres"
santyl,collagenase clostridium hist.
saphris,asenapine maleate
sarafem,fluoxetine hcl
savaysa,edoxaban tosylate
savella,milnacipran hcl
se-care,pv w-o vit a/fe fumarate/fa
se-natal 19,pnv no.118/iron fumarate/fa
se-natal 19,pnv119/iron fumarate/fa/dss
se-natal 90,pnv/ferrous fumarate/doss/fa
se-natal one,"prenatal vit27,calcium/iron/fa"
se-plete dha,"pn vit.w-o ca #7, iron,fa,dha"
se-tan dha,pnv no10/iron fum&p/fa/omega-3
se-tan plus,iron fum&polysac#1/fa/mv no.18
se-vate 21-7,iron ag&fum/c/fa/mv cmb11/ca-t
se 10-5 ss,sulfacet sod/sulfur/witch haz
seasonale,levonorgestrel-ethin estradiol
seasonique,l-norgest/e.estradion-e.estrad
seb-prev,sulfacetamide sodium
seconal sodium,secobarbital sodium
sectral,acebutolol hcl
select-ob,prenatal no.13/iron ps/fa cb#1
select-ob,pv w-o cal/iron ps cplx/fa
select-ob + dha,prenatal vits #33/iron/fa/dha
selegiline hcl,selegiline hcl
semprex-d,pseudoephedrine hcl/acrivas
sensipar,cinacalcet hcl
sensorcaine,bupivacaine hcl
sensorcaine,bupivacaine hcl/pf
sensorcaine-mpf,bupivacaine hcl/pf
septra,sulfamethoxazole/trimethoprim
septra ds,sulfamethoxazole/trimethoprim
serevent diskus,salmeterol xinafoate
seroquel,quetiapine fumarate
seroquel xr,quetiapine fumarate
sertraline hcl,sertraline hcl
setonet,pnv54/iron b-g hcl-p/fa/omega3
setonet-ec,pnv55/iron bg hc&succ#2/fa/om3
sevelamer carbonate,sevelamer carbonate
sfrowasa,mesalamine
sharobel,norethindrone
siderol,"iron/liver ext/vit bcomp,c/min"
signifor,pasireotide diaspartate
signifor lar,pasireotide pamoate
sildec-dm,brompheniramine/pseudoephed/dm
sildec-pe,chlorpheniramine/phenylephrine
sildec pe-dm,chlorpheniramine/phenyleph/dm
sildenafil,sildenafil citrate
silenor,doxepin hcl
silver nitrate applicator,silver nitrate applicator
simbrinza,brinzolamide/brimonidine tart
simcor,niacin/simvastatin
sinemet 10-100,carbidopa/levodopa
sinemet 25-100,carbidopa/levodopa
sinemet 25-250,carbidopa/levodopa
sinemet cr,carbidopa/levodopa
single use swab,alcohol antiseptic pads
singulair,montelukast sodium
sirturo,bedaquiline fumarate
sivextro,tedizolid phosphate
skelaxin,metaxalone
sod ferric gluconate complex,sodium ferric gluconat/sucrose
sod sulfacetamide-sulfur wash,sulfacetamide sod/sulfur/urea
sodium citrate & citric acid,citric acid/sodium citrate
sodium edecrin,ethacrynate sodium
sodium lactate,sodium lactate
sodium phosphate,"sodium phos,m-basic-d-basic"
sodium polystyrene sulfonate,sodium polystyrene sulfonate
sodium sulfacetamide,sulfacetamide sodium
sodium sulfacetamide,sulfacetamide sodium/urea
sodium sulfacetamide-sulfur,sulfacetamide sod/sulfur/urea
sodium sulfacetamide-sulfur,sulfacetamide sodium/sulfur
sodium sulfacetamide-sulfur,sulfacetamide/sulfur/cleansr23
sodium thiosulfate,sodium thiosulfate
solaraze,diclofenac sodium
solia,desogestrel-ethinyl estradiol
solodyn,minocycline hcl
soltamox,tamoxifen citrate
solu-cortef,hydrocortisone sod succ/pf
solu-cortef,hydrocortisone sod succinate
solu-medrol,methylprednisolone sod succ
solu-medrol,methylprednisolone sod succ/pf
somatuline depot,lanreotide acetate
soriatane ck,acitretin/emollient comb no.26
sorilux,calcipotriene
sorine,sotalol hcl
sotalol,sotalol hcl
sotalol af,sotalol hcl
sotylize,sotalol hcl
specialty use needles,"needles, disposable"
spectazole,econazole nitrate
spectracef,cefditoren pivoxil
spinosad,spinosad
spironolactone-hctz,spironolact/hydrochlorothiazid
sprintec,norgestimate-ethinyl estradiol
sprix,ketorolac tromethamine
sps,sodium polystyrene sulfonate
sronyx,levonorgestrel-ethin estradiol
stagesic,hydrocodone/acetaminophen
stalevo 100,carbidopa/levodopa/entacapone
stalevo 125,carbidopa/levodopa/entacapone
stalevo 150,carbidopa/levodopa/entacapone
stalevo 200,carbidopa/levodopa/entacapone
stalevo 50,carbidopa/levodopa/entacapone
stalevo 75,carbidopa/levodopa/entacapone
staxyn,vardenafil hcl
steri-pad,gauze bandage
sterile pads,gauze bandage
stimate,desmopressin acetate
stiolto respimat,tiotropium br/olodaterol hcl
strattera,atomoxetine hcl
strensiq,asfotase alfa
streptomycin sulfate,streptomycin sulfate
stribild,elvitegr/cobicist/emtric/tenof
striverdi respimat,olodaterol hcl
strong iodine,potassium iodide/iodine
strovite,vitamin b comp and vit c no.6
strovite advance,multivit-min #14/folic acid
strovite advance + d,"mv,min #10/fa/d3/alip acid/lut"
strovite forte,"multivit, iron, min #5, fa"
strovite one,"mv,min #10/fa/d3/alip acid/lut"
strovite plus,"multivit, iron, min #6, fa"
sublimaze,fentanyl citrate/pf
suboxone,buprenorphine hcl/naloxone hcl
subutex,buprenorphine hcl
suclear,"peg 3350-bowel 2,two part prep"
sufenta,sufentanil citrate
sulfacetamide-prednisolone,sulfacetamide/prednisolone sp
sulfacetamide sodium,sulfacetamide sodium
sulfacetamide sodium,sulfacetamide sodium/urea
sulfacetamide sodium-sulfur,sulfacetamide sodium/sulfur
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim
sulfamide,sulfacetamide sodium
sulfamylon,mafenide acetate
sulfatol,sulfacetamide sod/sulfur/urea
sulfatrim,sulfamethoxazole/trimethoprim
sumadan,sulfacetamide sodium/sulfur
sumaxin,sulfacetamide sodium/sulfur
sumaxin ts,sulfacetamide sodium/sulfur
support-500,b complex with vitamin c
suprenza odt,phentermine hcl
suprep,"sodium,potassium,&mag sulfates"
sure-fine pen needles,"pen needle, diabetic"
sure-ject insulin syringe,"syring w-ndl,disp,insul,0.3 ml"
sure-ject insulin syringe,"syring w-ndl,disp,insul,0.5 ml"
sure-ject insulin syringe,"syringe and needle,insulin,1ml"
sure-prep alcohol prep pads,alcohol antiseptic pads
sure comfort,"pen needle, diabetic"
sure comfort,"syring w-ndl,disp,insul,0.3 ml"
sure comfort,"syring w-ndl,disp,insul,0.5 ml"
sure comfort,"syringe and needle,insulin,1ml"
sure comfort alcohol,alcohol antiseptic pads
surmontil,trimipramine maleate
sutent,sunitinib malate
syeda,ethinyl estradiol/drospirenone
symax,hyoscyamine sulfate
symax-sl,hyoscyamine sulfate
symax-sr,hyoscyamine sulfate
symax duotab,hyoscyamine sulfate
symbicort,budesonide/formoterol fumarate
symbyax,olanzapine/fluoxetine hcl
symlin,pramlintide acetate
symlinpen 120,pramlintide acetate
symlinpen 60,pramlintide acetate
synalar ts,fluocinolone/skin clnsr28
synalgos-dc,dihydrocodeine/aspirin/caffein
synarel,nafarelin acetate
synera,lidocaine/tetracaine
synjardy,empagliflozin/metformin hcl
syprine,trientine hcl
syrex,0.9 % sodium chloride
syringe-precisionglide needle,"syringe w-needle,disposab,1 ml"
tabloid,thioguanine
taclonex,calcipotriene/betamethasone
taclonex scalp,calcipotriene/betamethasone
tafinlar,dabrafenib mesylate
tagrisso,osimertinib mesylate
talwin,pentazocine lactate
tambocor,flecainide acetate
tamiflu,oseltamivir phosphate
tamoxifen citrate,tamoxifen citrate
tamsulosin hcl,tamsulosin hcl
tanabid sr,brompheniramin/phenylephrine
tandem dha,pnv no10/iron fum&p/fa/omega-3
tandem plus,iron fum&polysac#1/fa/mv no.18
tapazole,methimazole
tarceva,erlotinib hcl
tarka,trandolapril/verapamil hcl
taron-c dha,pnv#16/iron fum & ps/fa/om-3
taron-crystals,potassium citrate/citric acid
taron-prex prenatal,pnv39/iron fumarate/fa/dss/dha
taron forte,"iron bg,ps/vitc/b12/fa/calcium"
tasigna,nilotinib hcl
taztia xt,diltiazem hcl
tears again hydrate,flaxseed/evening prim/bilberry
technivie,ombitasvir/paritaprev/ritonav
teflaro,ceftaroline fosamil acetate
tekamlo,aliskiren/amlodipine besylate
tekturna,aliskiren hemifumarate
tekturna hct,aliskiren/hydrochlorothiazide
telmisartan-amlodipine,telmisartan/amlodipine
telmisartan-hydrochlorothiazid,telmisartan/hydrochlorothiazid
temovate,clobetasol propionate
temovate emollient,clobetasol propionate/emoll
tencon,butalbital/acetaminophen
tenivac,tetanus and diphtheria tox/pf
tenoretic 100,atenolol/chlorthalidone
tenoretic 50,atenolol/chlorthalidone
terazosin hcl,terazosin hcl
terbinafine hcl,terbinafine hcl
